,방송일자,채널명,프로그램시작시간,프로그램종료시간,프로그램명,방송회차명,프로그램장르소분류명,출연진내용,장르1,장르2,가구평균시청률(%)
0,20200101,KBS2,22,222624,99억의여자,17회,미니시리즈,"조여정,김강우,정웅인",범죄,액션,8.7
1,20200101,KBS2,22,230803,99억의여자,18회,미니시리즈,"조여정,김강우,정웅인",범죄,액션,8.7
2,20200101,MBC,21,220027,하자있는인간들,22회,미니시리즈,"오연서,안재현,김슬기",로맨스,,2.5
3,20200101,tvN,21,224540,싸이코패스다이어리,13회,미니시리즈,"윤시윤,정인선,박성훈",미스터리,추리,2.4
4,20200102,KBS2,22,222920,99억의여자,19회,미니시리즈,"조여정,김강우,정웅인",범죄,액션,8.7
5,20200102,KBS2,22,230409,99억의여자,20회,미니시리즈,"조여정,김강우,정웅인",범죄,액션,8.7
6,20200102,MBC,21,220020,하자있는인간들,24회,미니시리즈,"오연서,안재현,김슬기",로맨스,,2.5
7,20200102,tvN,21,225150,싸이코패스다이어리,14회,미니시리즈,"윤시윤,정인선,박성훈",미스터리,추리,2.4
8,20200102,OCN,22,235816,손THEGUEST,1회,미니시리즈,"김동욱,김재욱,정은채",판타지,미스터리,
9,20200103,SBS,22,223426,스토브리그,6회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
10,20200103,SBS,22,223426,스토브리그,6회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
11,20200103,SBS,22,230852,스토브리그,6회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
12,20200103,SBS,22,230852,스토브리그,6회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
13,20200104,SBS,22,223923,스토브리그,7회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
14,20200104,SBS,22,223923,스토브리그,7회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
15,20200104,SBS,22,230603,스토브리그,7회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
16,20200104,SBS,22,230603,스토브리그,7회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
17,20200106,SBS,21,221518,낭만닥터김사부2,1회,미니시리즈,"한석규,안효섭,이성경",의학,,17.35
18,20200106,SBS,21,221518,낭만닥터김사부2,1회,미니시리즈,"한석규,안효섭,이성경",의학,,17.35
19,20200106,SBS,22,224809,낭만닥터김사부2,1회,미니시리즈,"한석규,안효섭,이성경",의학,,17.35
20,20200106,SBS,22,224809,낭만닥터김사부2,1회,미니시리즈,"한석규,안효섭,이성경",의학,,17.35
21,20200106,JTBC,21,224027,검사내전,5회,미니시리즈,"이선균,정려원,이성재",법정,추리,3.5
22,20200106,JTBC,21,224027,검사내전,5회,미니시리즈,"이선균,정려원,이성재",법정,추리,3.5
23,20200106,tvN,21,224434,블랙독,7회,미니시리즈,"서현진,라미란,하준",휴먼,,4.4
24,20200106,tvN,21,224434,블랙독,7회,미니시리즈,"서현진,라미란,하준",휴먼,,4.4
25,20200107,SBS,21,221613,낭만닥터김사부2,2회,미니시리즈,"한석규,안효섭,이성경",의학,,17.35
26,20200107,SBS,21,221613,낭만닥터김사부2,2회,미니시리즈,"한석규,안효섭,이성경",의학,,17.35
27,20200107,SBS,22,225131,낭만닥터김사부2,2회,미니시리즈,"한석규,안효섭,이성경",의학,,17.35
28,20200107,SBS,22,225131,낭만닥터김사부2,2회,미니시리즈,"한석규,안효섭,이성경",의학,,17.35
29,20200107,JTBC,21,223951,검사내전,6회,미니시리즈,"이선균,정려원,이성재",법정,추리,3.5
30,20200107,JTBC,21,223951,검사내전,6회,미니시리즈,"이선균,정려원,이성재",법정,추리,3.5
31,20200107,tvN,21,224904,블랙독,8회,미니시리즈,"서현진,라미란,하준",휴먼,,4.4
32,20200107,tvN,21,224904,블랙독,8회,미니시리즈,"서현진,라미란,하준",휴먼,,4.4
33,20200108,KBS2,22,223210,99억의여자,21회,미니시리즈,"조여정,김강우,정웅인",범죄,액션,8.7
34,20200108,KBS2,22,230728,99억의여자,22회,미니시리즈,"조여정,김강우,정웅인",범죄,액션,8.7
35,20200108,MBC,21,220032,하자있는인간들,26회,미니시리즈,"오연서,안재현,김슬기",로맨스,,2.5
36,20200108,tvN,21,224500,싸이코패스다이어리,15회,미니시리즈,"윤시윤,정인선,박성훈",미스터리,추리,2.4
37,20200109,KBS2,21,222705,99억의여자,23회,미니시리즈,"조여정,김강우,정웅인",범죄,액션,8.7
38,20200109,KBS2,22,230259,99억의여자,24회,미니시리즈,"조여정,김강우,정웅인",범죄,액션,8.7
39,20200109,MBC,21,220030,하자있는인간들,28회,미니시리즈,"오연서,안재현,김슬기",로맨스,,2.5
40,20200109,tvN,21,224425,싸이코패스다이어리,16회,미니시리즈,"윤시윤,정인선,박성훈",미스터리,추리,2.4
41,20200110,SBS,22,223316,스토브리그,8회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
42,20200110,SBS,22,223316,스토브리그,8회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
43,20200110,SBS,22,230546,스토브리그,8회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
44,20200110,SBS,22,230546,스토브리그,8회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
45,20200111,SBS,22,223514,스토브리그,9회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
46,20200111,SBS,22,223514,스토브리그,9회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
47,20200111,SBS,22,230623,스토브리그,9회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
48,20200111,SBS,22,230623,스토브리그,9회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
49,20200111,tvN,21,223618,사랑의불시착,7회,미니시리즈,"현빈,손예진,서지혜",로맨스,,14.05
50,20200111,tvN,21,223618,사랑의불시착,7회,미니시리즈,"현빈,손예진,서지혜",로맨스,,14.05
51,20200112,tvN,21,224017,사랑의불시착,8회,미니시리즈,"현빈,손예진,서지혜",로맨스,,14.05
52,20200112,tvN,21,224017,사랑의불시착,8회,미니시리즈,"현빈,손예진,서지혜",로맨스,,14.05
53,20200113,SBS,21,220808,낭만닥터김사부2,3회,미니시리즈,"한석규,안효섭,이성경",의학,,17.35
54,20200113,SBS,21,220808,낭만닥터김사부2,3회,미니시리즈,"한석규,안효섭,이성경",의학,,17.35
55,20200113,SBS,22,224252,낭만닥터김사부2,3회,미니시리즈,"한석규,안효섭,이성경",의학,,17.35
56,20200113,SBS,22,224252,낭만닥터김사부2,3회,미니시리즈,"한석규,안효섭,이성경",의학,,17.35
57,20200113,JTBC,21,223521,검사내전,7회,미니시리즈,"이선균,정려원,이성재",법정,추리,3.5
58,20200113,JTBC,21,223521,검사내전,7회,미니시리즈,"이선균,정려원,이성재",법정,추리,3.5
59,20200113,tvN,21,224818,블랙독,9회,미니시리즈,"서현진,라미란,하준",휴먼,,4.4
60,20200113,tvN,21,224818,블랙독,9회,미니시리즈,"서현진,라미란,하준",휴먼,,4.4
61,20200114,SBS,21,221113,낭만닥터김사부2,4회,미니시리즈,"한석규,안효섭,이성경",의학,,17.35
62,20200114,SBS,21,221113,낭만닥터김사부2,4회,미니시리즈,"한석규,안효섭,이성경",의학,,17.35
63,20200114,SBS,22,224552,낭만닥터김사부2,4회,미니시리즈,"한석규,안효섭,이성경",의학,,17.35
64,20200114,SBS,22,224552,낭만닥터김사부2,4회,미니시리즈,"한석규,안효섭,이성경",의학,,17.35
65,20200114,JTBC,21,224214,검사내전,8회,미니시리즈,"이선균,정려원,이성재",법정,추리,3.5
66,20200114,JTBC,21,224214,검사내전,8회,미니시리즈,"이선균,정려원,이성재",법정,추리,3.5
67,20200114,tvN,21,225011,블랙독,10회,미니시리즈,"서현진,라미란,하준",휴먼,,4.4
68,20200114,tvN,21,225011,블랙독,10회,미니시리즈,"서현진,라미란,하준",휴먼,,4.4
69,20200115,KBS2,22,223158,99억의여자,25회,미니시리즈,"조여정,김강우,정웅인",범죄,액션,8.7
70,20200115,KBS2,22,230652,99억의여자,26회,미니시리즈,"조여정,김강우,정웅인",범죄,액션,8.7
71,20200115,MBC,21,220021,하자있는인간들,30회,미니시리즈,"오연서,안재현,김슬기",로맨스,,2.5
72,20200116,KBS2,22,223144,99억의여자,27회,미니시리즈,"조여정,김강우,정웅인",범죄,액션,8.7
73,20200116,KBS2,22,230527,99억의여자,28회,미니시리즈,"조여정,김강우,정웅인",범죄,액션,8.7
74,20200116,MBC,21,215959,하자있는인간들,32회,미니시리즈,"오연서,안재현,김슬기",로맨스,,2.5
75,20200116,OCN,22,240218,트랩,1회,미니시리즈,"이서진,성동일,임화영",액션,추리,
76,20200117,SBS,22,222224,스토브리그,10회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
77,20200117,SBS,22,222224,스토브리그,10회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
78,20200117,SBS,22,224316,스토브리그,10회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
79,20200117,SBS,22,224316,스토브리그,10회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
80,20200117,SBS,22,230456,스토브리그,10회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
81,20200117,SBS,22,230456,스토브리그,10회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
82,20200118,SBS,22,222321,스토브리그,11회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
83,20200118,SBS,22,222321,스토브리그,11회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
84,20200118,SBS,22,224526,스토브리그,11회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
85,20200118,SBS,22,224526,스토브리그,11회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
86,20200118,SBS,22,230710,스토브리그,11회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
87,20200118,SBS,22,230710,스토브리그,11회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
88,20200118,tvN,21,223955,사랑의불시착,9회,미니시리즈,"현빈,손예진,서지혜",로맨스,,14.05
89,20200118,tvN,21,223955,사랑의불시착,9회,미니시리즈,"현빈,손예진,서지혜",로맨스,,14.05
90,20200119,tvN,21,223801,사랑의불시착,10회,미니시리즈,"현빈,손예진,서지혜",로맨스,,14.05
91,20200119,tvN,21,223801,사랑의불시착,10회,미니시리즈,"현빈,손예진,서지혜",로맨스,,14.05
92,20200120,SBS,21,221606,낭만닥터김사부2,5회,미니시리즈,"한석규,안효섭,이성경",의학,,17.35
93,20200120,SBS,21,221606,낭만닥터김사부2,5회,미니시리즈,"한석규,안효섭,이성경",의학,,17.35
94,20200120,SBS,22,224906,낭만닥터김사부2,5회,미니시리즈,"한석규,안효섭,이성경",의학,,17.35
95,20200120,SBS,22,224906,낭만닥터김사부2,5회,미니시리즈,"한석규,안효섭,이성경",의학,,17.35
96,20200120,JTBC,21,224111,검사내전,9회,미니시리즈,"이선균,정려원,이성재",법정,추리,3.5
97,20200120,JTBC,21,224111,검사내전,9회,미니시리즈,"이선균,정려원,이성재",법정,추리,3.5
98,20200120,tvN,21,224827,블랙독,11회,미니시리즈,"서현진,라미란,하준",휴먼,,4.4
99,20200120,tvN,21,224827,블랙독,11회,미니시리즈,"서현진,라미란,하준",휴먼,,4.4
100,20200121,SBS,21,221722,낭만닥터김사부2,6회,미니시리즈,"한석규,안효섭,이성경",의학,,17.35
101,20200121,SBS,21,221722,낭만닥터김사부2,6회,미니시리즈,"한석규,안효섭,이성경",의학,,17.35
102,20200121,SBS,22,225034,낭만닥터김사부2,6회,미니시리즈,"한석규,안효섭,이성경",의학,,17.35
103,20200121,SBS,22,225034,낭만닥터김사부2,6회,미니시리즈,"한석규,안효섭,이성경",의학,,17.35
104,20200121,JTBC,21,223902,검사내전,10회,미니시리즈,"이선균,정려원,이성재",법정,추리,3.5
105,20200121,JTBC,21,223902,검사내전,10회,미니시리즈,"이선균,정려원,이성재",법정,추리,3.5
106,20200121,tvN,21,225009,블랙독,12회,미니시리즈,"서현진,라미란,하준",휴먼,,4.4
107,20200121,tvN,21,225009,블랙독,12회,미니시리즈,"서현진,라미란,하준",휴먼,,4.4
108,20200122,KBS2,22,222945,99억의여자,29회,미니시리즈,"조여정,김강우,정웅인",범죄,액션,8.7
109,20200122,KBS2,22,230817,99억의여자,30회,미니시리즈,"조여정,김강우,정웅인",범죄,액션,8.7
110,20200122,MBC,21,215959,더게임0시를향하여,2회,미니시리즈,"옥택연,이연희,임주환",미스터리,범죄,3.0666666666666664
111,20200122,MBC,21,215959,더게임0시를향하여,2회,미니시리즈,"옥택연,이연희,임주환",미스터리,범죄,3.0666666666666664
112,20200122,MBC,21,215959,더게임0시를향하여,2회,미니시리즈,"옥택연,이연희,임주환",미스터리,범죄,3.0666666666666664
113,20200122,tvN,22,241930,사랑의불시착,9회,미니시리즈,"현빈,손예진,서지혜",로맨스,,14.05
114,20200122,tvN,22,241930,사랑의불시착,9회,미니시리즈,"현빈,손예진,서지혜",로맨스,,14.05
115,20200123,KBS2,22,223125,99억의여자,31회,미니시리즈,"조여정,김강우,정웅인",범죄,액션,8.7
116,20200123,KBS2,22,230601,99억의여자,32회,미니시리즈,"조여정,김강우,정웅인",범죄,액션,8.7
117,20200123,MBC,21,220040,더게임0시를향하여,4회,미니시리즈,"옥택연,이연희,임주환",미스터리,범죄,3.0666666666666664
118,20200123,MBC,21,220040,더게임0시를향하여,4회,미니시리즈,"옥택연,이연희,임주환",미스터리,범죄,3.0666666666666664
119,20200123,MBC,21,220040,더게임0시를향하여,4회,미니시리즈,"옥택연,이연희,임주환",미스터리,범죄,3.0666666666666664
120,20200127,SBS,21,221257,낭만닥터김사부2,7회,미니시리즈,"한석규,안효섭,이성경",의학,,17.35
121,20200127,SBS,21,221257,낭만닥터김사부2,7회,미니시리즈,"한석규,안효섭,이성경",의학,,17.35
122,20200127,SBS,22,224906,낭만닥터김사부2,7회,미니시리즈,"한석규,안효섭,이성경",의학,,17.35
123,20200127,SBS,22,224906,낭만닥터김사부2,7회,미니시리즈,"한석규,안효섭,이성경",의학,,17.35
124,20200127,JTBC,21,223224,검사내전,11회,미니시리즈,"이선균,정려원,이성재",법정,추리,3.5
125,20200127,JTBC,21,223224,검사내전,11회,미니시리즈,"이선균,정려원,이성재",법정,추리,3.5
126,20200127,tvN,21,224625,블랙독,13회,미니시리즈,"서현진,라미란,하준",휴먼,,4.4
127,20200127,tvN,21,224625,블랙독,13회,미니시리즈,"서현진,라미란,하준",휴먼,,4.4
128,20200128,SBS,21,221717,낭만닥터김사부2,8회,미니시리즈,"한석규,안효섭,이성경",의학,,17.35
129,20200128,SBS,21,221717,낭만닥터김사부2,8회,미니시리즈,"한석규,안효섭,이성경",의학,,17.35
130,20200128,SBS,22,225429,낭만닥터김사부2,8회,미니시리즈,"한석규,안효섭,이성경",의학,,17.35
131,20200128,SBS,22,225429,낭만닥터김사부2,8회,미니시리즈,"한석규,안효섭,이성경",의학,,17.35
132,20200128,JTBC,21,224053,검사내전,12회,미니시리즈,"이선균,정려원,이성재",법정,추리,3.5
133,20200128,JTBC,21,224053,검사내전,12회,미니시리즈,"이선균,정려원,이성재",법정,추리,3.5
134,20200128,tvN,21,224329,블랙독,14회,미니시리즈,"서현진,라미란,하준",휴먼,,4.4
135,20200128,tvN,21,224329,블랙독,14회,미니시리즈,"서현진,라미란,하준",휴먼,,4.4
136,20200129,MBC,21,220027,더게임0시를향하여,6회,미니시리즈,"옥택연,이연희,임주환",미스터리,범죄,3.0666666666666664
137,20200129,MBC,21,220027,더게임0시를향하여,6회,미니시리즈,"옥택연,이연희,임주환",미스터리,범죄,3.0666666666666664
138,20200129,MBC,21,220027,더게임0시를향하여,6회,미니시리즈,"옥택연,이연희,임주환",미스터리,범죄,3.0666666666666664
139,20200130,MBC,21,220121,더게임0시를향하여,8회,미니시리즈,"옥택연,이연희,임주환",미스터리,범죄,3.0666666666666664
140,20200130,MBC,21,220121,더게임0시를향하여,8회,미니시리즈,"옥택연,이연희,임주환",미스터리,범죄,3.0666666666666664
141,20200130,MBC,21,220121,더게임0시를향하여,8회,미니시리즈,"옥택연,이연희,임주환",미스터리,범죄,3.0666666666666664
142,20200131,SBS,22,222128,스토브리그,12회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
143,20200131,SBS,22,222128,스토브리그,12회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
144,20200131,SBS,22,224002,스토브리그,12회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
145,20200131,SBS,22,224002,스토브리그,12회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
146,20200131,SBS,22,230325,스토브리그,12회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
147,20200131,SBS,22,230325,스토브리그,12회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
148,20200201,SBS,22,221853,스토브리그,13회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
149,20200201,SBS,22,221853,스토브리그,13회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
150,20200201,SBS,22,224129,스토브리그,13회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
151,20200201,SBS,22,224129,스토브리그,13회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
152,20200201,SBS,22,230623,스토브리그,13회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
153,20200201,SBS,22,230623,스토브리그,13회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
154,20200201,tvN,21,223858,사랑의불시착,11회,미니시리즈,"현빈,손예진,서지혜",로맨스,,14.05
155,20200201,tvN,21,223858,사랑의불시착,11회,미니시리즈,"현빈,손예진,서지혜",로맨스,,14.05
156,20200201,OCN,22,240438,본대로말하라,1회,미니시리즈,"장혁,최수영,진서연",추리,수사,2.6500000000000004
157,20200201,OCN,22,240438,본대로말하라,1회,미니시리즈,"장혁,최수영,진서연",추리,수사,2.6500000000000004
158,20200202,tvN,21,224953,사랑의불시착,12회,미니시리즈,"현빈,손예진,서지혜",로맨스,,14.05
159,20200202,tvN,21,224953,사랑의불시착,12회,미니시리즈,"현빈,손예진,서지혜",로맨스,,14.05
160,20200202,OCN,21,224856,본대로말하라,1회,미니시리즈,"장혁,최수영,진서연",추리,수사,2.6500000000000004
161,20200202,OCN,21,224856,본대로말하라,1회,미니시리즈,"장혁,최수영,진서연",추리,수사,2.6500000000000004
162,20200202,OCN,22,240124,본대로말하라,2회,미니시리즈,"장혁,최수영,진서연",추리,수사,2.6500000000000004
163,20200202,OCN,22,240124,본대로말하라,2회,미니시리즈,"장혁,최수영,진서연",추리,수사,2.6500000000000004
164,20200203,SBS,21,221315,낭만닥터김사부2,9회,미니시리즈,"한석규,안효섭,이성경",의학,,17.35
165,20200203,SBS,21,221315,낭만닥터김사부2,9회,미니시리즈,"한석규,안효섭,이성경",의학,,17.35
166,20200203,SBS,22,224820,낭만닥터김사부2,9회,미니시리즈,"한석규,안효섭,이성경",의학,,17.35
167,20200203,SBS,22,224820,낭만닥터김사부2,9회,미니시리즈,"한석규,안효섭,이성경",의학,,17.35
168,20200203,JTBC,21,223742,검사내전,13회,미니시리즈,"이선균,정려원,이성재",법정,추리,3.5
169,20200203,JTBC,21,223742,검사내전,13회,미니시리즈,"이선균,정려원,이성재",법정,추리,3.5
170,20200203,JTBC,22,240505,이태원클라쓰,1회,미니시리즈,"박서준,김다미,유재명",로맨스,청춘,8.366666666666667
171,20200203,JTBC,22,240505,이태원클라쓰,1회,미니시리즈,"박서준,김다미,유재명",로맨스,청춘,8.366666666666667
172,20200203,JTBC,22,240505,이태원클라쓰,1회,미니시리즈,"박서준,김다미,유재명",로맨스,청춘,8.366666666666667
173,20200203,tvN,21,224826,블랙독,15회,미니시리즈,"서현진,라미란,하준",휴먼,,4.4
174,20200203,tvN,21,224826,블랙독,15회,미니시리즈,"서현진,라미란,하준",휴먼,,4.4
175,20200204,SBS,21,221442,낭만닥터김사부2,10회,미니시리즈,"한석규,안효섭,이성경",의학,,17.35
176,20200204,SBS,21,221442,낭만닥터김사부2,10회,미니시리즈,"한석규,안효섭,이성경",의학,,17.35
177,20200204,SBS,22,224912,낭만닥터김사부2,10회,미니시리즈,"한석규,안효섭,이성경",의학,,17.35
178,20200204,SBS,22,224912,낭만닥터김사부2,10회,미니시리즈,"한석규,안효섭,이성경",의학,,17.35
179,20200204,JTBC,21,223922,검사내전,14회,미니시리즈,"이선균,정려원,이성재",법정,추리,3.5
180,20200204,JTBC,21,223922,검사내전,14회,미니시리즈,"이선균,정려원,이성재",법정,추리,3.5
181,20200204,tvN,21,224947,블랙독,16회,미니시리즈,"서현진,라미란,하준",휴먼,,4.4
182,20200204,tvN,21,224947,블랙독,16회,미니시리즈,"서현진,라미란,하준",휴먼,,4.4
183,20200205,MBC,21,220042,더게임0시를향하여,10회,미니시리즈,"옥택연,이연희,임주환",미스터리,범죄,3.0666666666666664
184,20200205,MBC,21,220042,더게임0시를향하여,10회,미니시리즈,"옥택연,이연희,임주환",미스터리,범죄,3.0666666666666664
185,20200205,MBC,21,220042,더게임0시를향하여,10회,미니시리즈,"옥택연,이연희,임주환",미스터리,범죄,3.0666666666666664
186,20200206,MBC,21,220127,더게임0시를향하여,12회,미니시리즈,"옥택연,이연희,임주환",미스터리,범죄,3.0666666666666664
187,20200206,MBC,21,220127,더게임0시를향하여,12회,미니시리즈,"옥택연,이연희,임주환",미스터리,범죄,3.0666666666666664
188,20200206,MBC,21,220127,더게임0시를향하여,12회,미니시리즈,"옥택연,이연희,임주환",미스터리,범죄,3.0666666666666664
189,20200207,SBS,22,221955,스토브리그,14회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
190,20200207,SBS,22,221955,스토브리그,14회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
191,20200207,SBS,22,224317,스토브리그,14회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
192,20200207,SBS,22,224317,스토브리그,14회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
193,20200207,SBS,22,230501,스토브리그,14회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
194,20200207,SBS,22,230501,스토브리그,14회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
195,20200208,SBS,22,222309,스토브리그,15회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
196,20200208,SBS,22,222309,스토브리그,15회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
197,20200208,SBS,22,224221,스토브리그,15회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
198,20200208,SBS,22,224221,스토브리그,15회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
199,20200208,SBS,22,230705,스토브리그,15회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
200,20200208,SBS,22,230705,스토브리그,15회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
201,20200208,tvN,21,223626,사랑의불시착,13회,미니시리즈,"현빈,손예진,서지혜",로맨스,,14.05
202,20200208,tvN,21,223626,사랑의불시착,13회,미니시리즈,"현빈,손예진,서지혜",로맨스,,14.05
203,20200208,OCN,22,240143,본대로말하라,3회,미니시리즈,"장혁,최수영,진서연",추리,수사,2.6500000000000004
204,20200208,OCN,22,240143,본대로말하라,3회,미니시리즈,"장혁,최수영,진서연",추리,수사,2.6500000000000004
205,20200209,tvN,21,224514,사랑의불시착,14회,미니시리즈,"현빈,손예진,서지혜",로맨스,,14.05
206,20200209,tvN,21,224514,사랑의불시착,14회,미니시리즈,"현빈,손예진,서지혜",로맨스,,14.05
207,20200209,OCN,21,225006,본대로말하라,3회,미니시리즈,"장혁,최수영,진서연",추리,수사,2.6500000000000004
208,20200209,OCN,21,225006,본대로말하라,3회,미니시리즈,"장혁,최수영,진서연",추리,수사,2.6500000000000004
209,20200209,OCN,22,240131,본대로말하라,4회,미니시리즈,"장혁,최수영,진서연",추리,수사,2.6500000000000004
210,20200209,OCN,22,240131,본대로말하라,4회,미니시리즈,"장혁,최수영,진서연",추리,수사,2.6500000000000004
211,20200210,SBS,21,221850,낭만닥터김사부2,11회,미니시리즈,"한석규,안효섭,이성경",의학,,17.35
212,20200210,SBS,21,221850,낭만닥터김사부2,11회,미니시리즈,"한석규,안효섭,이성경",의학,,17.35
213,20200210,SBS,22,225209,낭만닥터김사부2,11회,미니시리즈,"한석규,안효섭,이성경",의학,,17.35
214,20200210,SBS,22,225209,낭만닥터김사부2,11회,미니시리즈,"한석규,안효섭,이성경",의학,,17.35
215,20200210,JTBC,21,223858,검사내전,15회,미니시리즈,"이선균,정려원,이성재",법정,추리,3.5
216,20200210,JTBC,21,223858,검사내전,15회,미니시리즈,"이선균,정려원,이성재",법정,추리,3.5
217,20200210,tvN,21,224434,방법,1회,미니시리즈,"엄지원,정지소,성동일",미스터리,판타지,4.05
218,20200210,tvN,21,224434,방법,1회,미니시리즈,"엄지원,정지소,성동일",미스터리,판타지,4.05
219,20200211,SBS,21,221540,낭만닥터김사부2,12회,미니시리즈,"한석규,안효섭,이성경",의학,,17.35
220,20200211,SBS,21,221540,낭만닥터김사부2,12회,미니시리즈,"한석규,안효섭,이성경",의학,,17.35
221,20200211,SBS,22,225206,낭만닥터김사부2,12회,미니시리즈,"한석규,안효섭,이성경",의학,,17.35
222,20200211,SBS,22,225206,낭만닥터김사부2,12회,미니시리즈,"한석규,안효섭,이성경",의학,,17.35
223,20200211,JTBC,21,224556,검사내전,16회,미니시리즈,"이선균,정려원,이성재",법정,추리,3.5
224,20200211,JTBC,21,224556,검사내전,16회,미니시리즈,"이선균,정려원,이성재",법정,추리,3.5
225,20200211,tvN,21,224046,방법,2회,미니시리즈,"엄지원,정지소,성동일",미스터리,판타지,4.05
226,20200211,tvN,21,224046,방법,2회,미니시리즈,"엄지원,정지소,성동일",미스터리,판타지,4.05
227,20200212,MBC,21,220117,더게임0시를향하여,14회,미니시리즈,"옥택연,이연희,임주환",미스터리,범죄,3.0666666666666664
228,20200212,MBC,21,220117,더게임0시를향하여,14회,미니시리즈,"옥택연,이연희,임주환",미스터리,범죄,3.0666666666666664
229,20200212,MBC,21,220117,더게임0시를향하여,14회,미니시리즈,"옥택연,이연희,임주환",미스터리,범죄,3.0666666666666664
230,20200213,MBC,21,220054,더게임0시를향하여,16회,미니시리즈,"옥택연,이연희,임주환",미스터리,범죄,3.0666666666666664
231,20200213,MBC,21,220054,더게임0시를향하여,16회,미니시리즈,"옥택연,이연희,임주환",미스터리,범죄,3.0666666666666664
232,20200213,MBC,21,220054,더게임0시를향하여,16회,미니시리즈,"옥택연,이연희,임주환",미스터리,범죄,3.0666666666666664
233,20200213,JTBC,22,235501,이태원클라쓰,4회,미니시리즈,"박서준,김다미,유재명",로맨스,청춘,8.366666666666667
234,20200213,JTBC,22,235501,이태원클라쓰,4회,미니시리즈,"박서준,김다미,유재명",로맨스,청춘,8.366666666666667
235,20200213,JTBC,22,235501,이태원클라쓰,4회,미니시리즈,"박서준,김다미,유재명",로맨스,청춘,8.366666666666667
236,20200214,SBS,22,222201,스토브리그,16회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
237,20200214,SBS,22,222201,스토브리그,16회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
238,20200214,SBS,22,224306,스토브리그,16회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
239,20200214,SBS,22,224306,스토브리그,16회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
240,20200214,SBS,22,230724,스토브리그,16회,미니시리즈,"남궁민,박은빈,오정세",스포츠,,13.25
