주차,프로그램명,채널,요일,게시글(건수),댓글(건수),동영상조회(건수),뉴스(건수),동영상(건수),게시글(점유율%),댓글(점유율%),동영상조회(점유율%),뉴스(점유율%),동영상(점유율%),가구시청자수,2049시청자수,가구시청률(%),2049시청률(%)
202050,여신강림,tvN,수목,"3,374","22,881","4,484,510","2,284",86,4.4,3.6,5.6,4.9,1.3,"729,591","688,170",3.6,3.1
202050,철인왕후,tvN,토일,"3,717","12,117","2,890,721","1,877",114,4.9,1.9,3.6,4.1,1.7,"1,296,005","1,057,643",6.4,4.7
202050,런온,JTBC,수목,229,"1,399","113,814",239,37,0.3,0.2,0.1,0.5,0.5,0,0,0,0
202050,암행어사조선비밀수사단,KBS2,월화,128,473,"20,839",516,3,0.2,0.1,0,1.1,0,0,0,0,0
202051,오삼광빌라,KBS2,토일,714,"1,978","877,267",514,64,0.9,0.4,1.1,1.1,1,"4,768,880","1,844,967",23.4,8.2
202051,나를사랑한스파이,MBC,수목,261,429,"147,681",712,68,0.3,0.1,0.2,1.6,1.1,"484,912","256,059",2.4,1.1
202051,카이로스,MBC,월화,"1,417","3,954","180,879",674,70,1.8,0.8,0.2,1.5,1.1,"575,882","299,783",2.8,1.3
202051,펜트하우스,SBS,월화,"15,922","87,102","17,289,795","2,151",89,20.5,16.6,21.6,4.7,1.5,"3,723,672","2,460,345",18.3,11
202051,KBS드라마스페셜2020,KBS2,수목,157,531,"30,796",606,23,0.2,0.1,0,1.3,0.4,"247,985","156,487",1.2,0.7
202051,제발그남자만나지마요,MBCevery1,월화,64,236,"28,362",135,29,0.1,0,0,0.3,0.5,"51,247","62,956",0.3,0.3
202051,라이브온,JTBC,월화,429,"4,388","906,752",371,23,0.6,0.8,1.1,0.8,0.4,"119,005","92,244",0.6,0.4
202051,복수해라,TVCHOSUN,토일,128,292,"11,614",270,12,0.2,0.1,0,0.6,0.2,"366,490","144,614",1.8,0.6
202051,경이로운소문,OCN,토일,"3,835","23,029","4,015,148",968,120,4.9,4.4,5,2.1,2,"1,587,548","1,470,360",7.8,6.5
202051,낮과밤,tvN,월화,298,"1,262","864,642",721,99,0.4,0.2,1.1,1.6,1.6,"801,968","585,376",3.9,2.6
202051,바람피면죽는다,KBS2,수목,305,728,"219,059",854,50,0.4,0.1,0.3,1.9,0.8,"550,206","304,568",2.7,1.4
202051,여신강림,tvN,수목,"2,246","30,839","6,700,650","1,577",94,2.9,5.9,8.4,3.5,1.5,"692,168","631,812",3.4,2.8
202051,철인왕후,tvN,토일,"3,689","23,703","2,662,818","1,432",79,4.7,4.5,3.3,3.1,1.3,"1,462,612","1,284,833",7.2,5.7
202051,런온,JTBC,수목,"1,186","5,193","480,345","2,036",74,1.5,1,0.6,4.5,1.2,"419,345","305,728",2.1,1.4
202051,암행어사조선비밀수사단,KBS2,월화,181,699,"58,818",613,11,0.2,0.1,0.1,1.3,0.2,0,0,0,0
202052,오삼광빌라,KBS2,토일,804,"2,454","809,155",490,67,1,0.4,1,1.2,1.1,"4,991,509","1,995,243",24.5,8.9
202052,카이로스,MBC,월화,"1,673","5,509","122,015","1,243",73,2.1,1,0.1,3,1.2,"484,925","307,690",2.4,1.4
202052,펜트하우스,SBS,월화,"20,416","104,081","17,766,594","2,172",99,25.9,19,21.3,5.3,1.6,"4,009,946","2,619,722",19.7,11.7
202052,KBS드라마스페셜2020,KBS2,수목,104,225,"7,003",244,22,0.1,0,0,0.6,0.4,"149,544","88,194",0.7,0.4
202052,제발그남자만나지마요,MBCevery1,월화,93,449,"65,801",123,36,0.1,0.1,0.1,0.3,0.6,"95,403","67,032",0.5,0.3
202052,라이브온,JTBC,월화,598,"6,032","1,176,514",325,26,0.8,1.1,1.4,0.8,0.4,"119,546","74,680",0.6,0.3
202052,복수해라,TVCHOSUN,토일,77,294,"12,378",175,12,0.1,0.1,0,0.4,0.2,"517,995","169,317",2.5,0.8
202052,경이로운소문,OCN,토일,"2,195","18,822","2,553,805","1,014",32,2.8,3.4,3.1,2.5,0.5,0,0,0,0
202052,낮과밤,tvN,월화,297,"1,070","890,402",626,82,0.4,0.2,1.1,1.5,1.3,"826,048","614,399",4.1,2.7
202052,바람피면죽는다,KBS2,수목,185,298,"45,316",336,24,0.2,0.1,0.1,0.8,0.4,"445,926","248,697",2.2,1.1
202052,여신강림,tvN,수목,"2,161","25,395","5,722,014","1,260",81,2.7,4.6,6.9,3.1,1.3,"758,775","671,145",3.7,3
202052,철인왕후,tvN,토일,"4,392","24,429","9,854,885",889,92,5.6,4.5,11.8,2.2,1.5,"1,917,092","1,768,509",9.4,7.9
202052,런온,JTBC,수목,"1,504","7,398","603,062",773,87,1.9,1.4,0.7,1.9,1.4,"441,216","317,604",2.2,1.4
202052,암행어사조선비밀수사단,KBS2,월화,618,"2,704","317,274","1,790",78,0.8,0.5,0.4,4.4,1.3,"983,576","408,913",4.8,1.8
202101,오삼광빌라,KBS2,토일,813,"2,195","708,555",542,67,0.8,0.3,0.8,1.2,1.1,"5,228,520","1,962,215",25.7,8.7
202101,펜트하우스,SBS,월화,"31,046","150,341","17,588,282","4,604",110,31.5,20.8,19,10.1,1.9,"4,412,188","2,945,088",21.7,13.1
202101,제발그남자만나지마요,MBCevery1,월화,85,271,"37,701",283,33,0.1,0,0,0.6,0.6,"71,531","84,213",0.4,0.4
202101,라이브온,JTBC,월화,206,"3,969","735,495",87,8,0.2,0.5,0.8,0.2,0.1,0,0,0,0
202101,복수해라,TVCHOSUN,토일,67,76,"15,277",210,23,0.1,0,0,0.5,0.4,"370,528","118,643",1.8,0.5
202101,경이로운소문,OCN,토일,"6,050","32,550","5,278,269","1,036",120,6.1,4.5,5.7,2.3,2,"2,113,107","2,083,392",10.4,9.3
202101,낮과밤,tvN,월화,281,"1,376","947,205",686,82,0.3,0.2,1,1.5,1.4,"877,557","567,453",4.3,2.5
202101,바람피면죽는다,KBS2,수목,196,292,"81,948",777,50,0.2,0,0.1,1.7,0.8,"476,816","227,657",2.3,1
202101,여신강림,tvN,수목,"2,768","40,030","7,498,207","1,611",119,2.8,5.5,8.1,3.5,2,"702,644","679,925",3.5,3
202101,철인왕후,tvN,토일,"4,634","28,261","10,002,311","1,050",101,4.7,3.9,10.8,2.3,1.7,"1,909,123","1,582,158",9.4,7
202101,런온,JTBC,수목,"2,772","15,793","997,915",802,85,2.8,2.2,1.1,1.8,1.4,"499,974","383,680",2.5,1.7
202101,암행어사조선비밀수사단,KBS2,월화,275,"2,493","398,752",925,60,0.3,0.3,0.4,2,1,"1,147,245","472,829",5.6,2.1
202101,선배그립스틱바르지마요,JTBC,월화,93,592,"34,621",377,6,0.1,0.1,0,0.8,0.1,0,0,0,0
202101,결혼작사이혼작곡,TVCHOSUN,토일,36,51,"23,432",407,4,0,0,0,0.9,0.1,0,0,0,0
202102,오삼광빌라,KBS2,토일,968,"2,760","833,914",466,66,1.3,0.5,1.4,1.1,1.1,"5,220,754","2,011,272",25.7,9
202102,제발그남자만나지마요,MBCevery1,월화,74,433,"55,750",378,28,0.1,0.1,0.1,0.9,0.5,"79,543","65,814",0.4,0.3
202102,라이브온,JTBC,월화,560,"3,184","818,322",974,25,0.7,0.6,1.3,2.2,0.4,"160,448","148,803",0.8,0.7
202102,복수해라,TVCHOSUN,토일,71,91,"22,773",206,22,0.1,0,0,0.5,0.4,"462,572","119,745",2.3,0.5
202102,경이로운소문,OCN,토일,"8,761","38,538","2,917,797","1,597",155,11.4,6.8,4.8,3.6,2.6,"2,213,646","2,265,658",10.9,10.1
202102,낮과밤,tvN,월화,381,"1,075","470,812",777,84,0.5,0.2,0.8,1.8,1.4,"843,272","622,628",4.1,2.8
202102,바람피면죽는다,KBS2,수목,214,229,"59,825",670,46,0.3,0,0.1,1.5,0.8,"554,066","214,985",2.7,1
202102,여신강림,tvN,수목,"2,827","37,786","6,553,859","1,428",178,3.7,6.7,10.8,3.3,3,"721,264","700,014",3.5,3.1
202102,철인왕후,tvN,토일,"5,317","23,056","5,587,404",874,108,6.9,4.1,9.2,2,1.8,"2,210,913","1,951,661",10.9,8.7
202102,런온,JTBC,수목,"2,929","13,211","792,228",717,77,3.8,2.3,1.3,1.6,1.3,"486,117","344,890",2.4,1.5
202102,암행어사조선비밀수사단,KBS2,월화,435,"1,649","115,137",878,58,0.6,0.3,0.2,2,1,"1,554,594","671,373",7.6,3
202102,선배그립스틱바르지마요,JTBC,월화,245,929,"98,986",443,5,0.3,0.2,0.2,1,0.1,0,0,0,0
202102,결혼작사이혼작곡,TVCHOSUN,토일,75,192,"7,313",302,5,0.1,0,0,0.7,0.1,0,0,0,0
202102,루카더비기닝,tvN,월화,93,204,"60,667",261,8,0.1,0,0.1,0.6,0.1,0,0,0,0
202103,오삼광빌라,KBS2,토일,"1,104","2,781","909,302",400,69,1.3,0.4,1.1,1,1.1,"5,094,900","1,940,673",25,8.6
202103,경이로운소문,OCN,토일,"7,733","35,663","4,249,278","1,581",143,8.9,5.3,5.1,3.8,2.3,"2,272,014","2,271,598",11.2,10.1
202103,낮과밤,tvN,월화,606,"2,425","1,642,096",940,98,0.7,0.4,2,2.3,1.6,"984,656","618,575",4.8,2.8
202103,바람피면죽는다,KBS2,수목,228,293,"73,458",492,48,0.3,0,0.1,1.2,0.8,"528,285","220,751",2.6,1
202103,여신강림,tvN,수목,"4,276","48,578","8,665,750","1,342",166,4.9,7.2,10.4,3.3,2.7,"850,848","837,990",4.2,3.7
202103,철인왕후,tvN,토일,"5,630","33,923","10,285,053","1,009",129,6.5,5,12.4,2.5,2.1,"2,278,546","1,931,892",11.2,8.6
202103,런온,JTBC,수목,"3,627","21,032","1,317,268",880,83,4.2,3.1,1.6,2.1,1.3,"505,456","372,247",2.5,1.7
202103,암행어사조선비밀수사단,KBS2,월화,548,"2,325","277,688",789,62,0.6,0.3,0.3,1.9,1,"1,858,466","811,592",9.1,3.6
202103,선배그립스틱바르지마요,JTBC,월화,"1,553","7,143","680,230","1,536",83,1.8,1.1,0.8,3.7,1.3,"317,283","248,100",1.6,1.1
202103,결혼작사이혼작곡,TVCHOSUN,토일,574,"8,922","929,716","1,746",31,0.7,1.3,1.1,4.2,0.5,"954,986","319,627",4.7,1.4
202103,루카더비기닝,tvN,월화,108,455,"130,693",295,7,0.1,0.1,0.2,0.7,0.1,0,0,0,0
202104,오삼광빌라,KBS2,토일,"1,247","3,084","1,035,912",499,70,1.3,0.4,1.2,1.2,1.2,"5,310,479","2,052,124",26.1,9.1
202104,바람피면죽는다,KBS2,수목,299,377,"229,096","1,124",46,0.3,0.1,0.3,2.6,0.8,"614,750","245,871",3,1.1
202104,여신강림,tvN,수목,"5,633","58,444","10,491,467","1,337",153,6,7.8,11.7,3.1,2.5,"848,340","821,142",4.2,3.7
202104,철인왕후,tvN,토일,"7,422","42,992","12,985,198","1,041",127,7.9,5.7,14.4,2.4,2.1,"2,571,599","2,335,937",12.6,10.4
202104,런온,JTBC,수목,"3,714","22,221","1,862,296",791,79,4,3,2.1,1.8,1.3,"456,550","364,162",2.2,1.6
202104,암행어사조선비밀수사단,KBS2,월화,419,"2,180","259,831",750,55,0.4,0.3,0.3,1.7,0.9,"2,031,719","845,393",10,3.8
202104,선배그립스틱바르지마요,JTBC,월화,"1,116","7,323","922,305",707,74,1.2,1,1,1.6,1.2,"438,452","292,132",2.2,1.3
202104,결혼작사이혼작곡,TVCHOSUN,토일,790,"2,472","904,365",797,35,0.8,0.3,1,1.8,0.6,"1,144,189","387,353",5.6,1.7
202104,루카더비기닝,tvN,월화,224,835,"189,111","1,022",26,0.2,0.1,0.2,2.4,0.4,0,0,0,0
202104,안녕나야,KBS2,수목,104,233,"1,612",209,2,0.1,0,0,0.5,0,0,0,0,0
202104,달이뜨는강,KBS2,월화,125,515,"4,482",174,2,0.1,0.1,0,0.4,0,0,0,0,0
202104,시지프스,JTBC,수목,180,"1,116","84,424",211,3,0.2,0.1,0.1,0.5,0,0,0,0,0
202104,빈센조,tvN,토일,474,"2,167","488,902",563,7,0.5,0.3,0.5,1.3,0.1,0,0,0,0
202104,타임즈,OCN,토일,45,83,478,203,2,0,0,0,0.5,0,0,0,0,0
202105,오삼광빌라,KBS2,토일,524,"2,325","1,352,308",492,68,1.1,0.4,1.4,1.1,1.1,"5,340,875","2,133,963",26.2,9.5
202105,여신강림,tvN,수목,"3,081","58,752","9,212,586","1,783",168,6.2,9.7,9.4,4.1,2.8,"773,974","768,414",3.8,3.4
202105,철인왕후,tvN,토일,"1,836","23,159","14,584,051",838,139,3.7,3.8,14.9,1.9,2.3,"2,315,732","1,981,174",11.4,8.8
202105,런온,JTBC,수목,"1,907","10,853","1,228,959","1,305",85,3.9,1.8,1.3,3,1.4,"475,065","374,048",2.3,1.7
202105,암행어사조선비밀수사단,KBS2,월화,458,"2,861","440,984",735,56,0.9,0.5,0.5,1.7,0.9,"2,127,647","842,041",10.5,3.7
202105,선배그립스틱바르지마요,JTBC,월화,618,"5,412","1,071,453",560,83,1.3,0.9,1.1,1.3,1.4,"332,879","199,338",1.6,0.9
202105,결혼작사이혼작곡,TVCHOSUN,토일,438,"1,873","780,027",741,48,0.9,0.3,0.8,1.7,0.8,"1,079,611","322,746",5.3,1.4
202105,루카더비기닝,tvN,월화,"1,262","3,914","866,894","1,215",130,2.6,0.6,0.9,2.8,2.1,"1,067,156","884,672",5.2,3.9
202105,안녕나야,KBS2,수목,92,149,"7,362",481,3,0.2,0,0,1.1,0,0,0,0,0
202105,달이뜨는강,KBS2,월화,216,"1,025","13,128",572,4,0.4,0.2,0,1.3,0.1,0,0,0,0
202105,시지프스,JTBC,수목,158,607,"51,390",267,3,0.3,0.1,0.1,0.6,0,0,0,0,0
202105,빈센조,tvN,토일,245,"1,666","801,292",388,6,0.5,0.3,0.8,0.9,0.1,0,0,0,0
202105,타임즈,OCN,토일,30,109,"10,613",180,6,0.1,0,0,0.4,0.1,0,0,0,0
202105,러브씬넘버#,MBC,월화,55,81,"18,768",808,28,0.1,0,0,1.9,0.5,"245,461","114,333",1.2,0.5
202106,오삼광빌라,KBS2,토일,561,"2,355","834,121",531,73,1.3,0.4,1,1.4,1.3,"5,250,992","2,174,452",25.8,9.7
202106,철인왕후,tvN,토일,"2,545","23,143","12,417,124","1,375",141,5.7,4.1,15.3,3.6,2.6,"2,966,494","2,542,068",14.6,11.3
202106,암행어사조선비밀수사단,KBS2,월화,390,"1,368","230,389",966,49,0.9,0.2,0.3,2.5,0.9,"2,180,763","874,866",10.7,3.9
202106,선배그립스틱바르지마요,JTBC,월화,581,"4,033","1,091,483",429,73,1.3,0.7,1.3,1.1,1.3,"353,544","225,682",1.7,1
202106,결혼작사이혼작곡,TVCHOSUN,토일,485,"2,006","800,529",694,44,1.1,0.4,1,1.8,0.8,"1,129,484","353,833",5.6,1.6
202106,루카더비기닝,tvN,월화,406,"1,708","575,202",672,92,0.9,0.3,0.7,1.8,1.7,"1,092,164","881,205",5.4,3.9
202106,안녕나야,KBS2,수목,61,165,"4,993",189,6,0.1,0,0,0.5,0.1,0,0,0,0
202106,달이뜨는강,KBS2,월화,218,"1,941","19,929",515,8,0.5,0.3,0,1.3,0.1,0,0,0,0
202106,시지프스,JTBC,수목,121,890,"45,123",146,4,0.3,0.2,0.1,0.4,0.1,0,0,0,0
202106,빈센조,tvN,토일,221,"2,300","623,743",462,17,0.5,0.4,0.8,1.2,0.3,0,0,0,0
202106,타임즈,OCN,토일,43,678,"60,932",128,9,0.1,0.1,0.1,0.3,0.2,0,0,0,0
202106,드라마스테이지2021,tvN,수목,10,10,"1,357",51,1,0,0,0,0.1,0,0,0,0,0
202106,러브씬넘버#,MBC,월화,57,85,"10,273",92,23,0.1,0,0,0.2,0.4,"550,455","323,821",2.7,1.4
202106,마우스,tvN,수목,88,"1,012","68,156",288,14,0.2,0.2,0.1,0.8,0.3,0,0,0,0
202107,오삼광빌라,KBS2,토일,537,"2,383","730,579",438,69,1.1,0.5,1,1,1.1,"5,134,765","1,997,738",25.2,8.9
202107,선배그립스틱바르지마요,JTBC,월화,521,"4,451","1,297,372",278,76,1,0.9,1.8,0.6,1.2,"317,671","181,698",1.6,0.8
202107,결혼작사이혼작곡,TVCHOSUN,토일,432,"1,743","732,907",567,37,0.9,0.3,1,1.3,0.6,"1,005,417","258,656",4.9,1.2
202107,루카더비기닝,tvN,월화,363,"1,896","649,085",585,131,0.7,0.4,0.9,1.3,2.1,"1,088,825","819,222",5.4,3.6
202107,안녕나야,KBS2,수목,500,"1,384","197,241","1,631",65,1,0.3,0.3,3.6,1,"681,261","304,365",3.3,1.4
202107,달이뜨는강,KBS2,월화,944,"4,587","528,752","1,841",67,1.9,0.9,0.8,4.1,1.1,"1,393,969","675,848",6.9,3
202107,시지프스,JTBC,수목,"1,846","7,029","552,478","1,874",65,3.7,1.3,0.8,4.1,1,"989,756","771,696",4.9,3.4
202107,빈센조,tvN,토일,"2,041","11,983","1,935,477","2,280",123,4,2.3,2.8,5,2,"1,551,740","1,395,802",7.6,6.2
202107,타임즈,OCN,토일,318,"1,387","184,822",986,119,0.6,0.3,0.3,2.2,1.9,"253,936","173,060",1.2,0.8
202107,드라마스테이지2021,tvN,수목,12,15,0,34,0,0,0,0,0.1,0,0,0,0,0
202107,마우스,tvN,수목,160,"1,947","193,834",331,16,0.3,0.4,0.3,0.7,0.3,0,0,0,0
202108,오삼광빌라,KBS2,토일,648,"2,580","1,099,797",493,69,1.4,0.5,1.5,1.4,1.1,"4,894,024","1,818,273",24.1,8.1
202108,선배그립스틱바르지마요,JTBC,월화,407,"3,707","1,253,190",397,74,0.9,0.7,1.7,1.2,1.2,"347,937","194,018",1.7,0.9
202108,결혼작사이혼작곡,TVCHOSUN,토일,352,"1,700","956,002",605,46,0.7,0.3,1.3,1.8,0.7,"1,105,177","347,509",5.4,1.5
202108,루카더비기닝,tvN,월화,443,"2,918","1,942,924",785,128,0.9,0.5,2.6,2.3,2.1,"1,059,498","791,505",5.2,3.5
202108,안녕나야,KBS2,수목,277,678,"161,771",671,54,0.6,0.1,0.2,2,0.9,"628,488","318,527",3.1,1.4
202108,달이뜨는강,KBS2,월화,438,"4,157","357,062",689,52,0.9,0.8,0.5,2,0.8,"1,572,446","715,944",7.7,3.2
202108,시지프스,JTBC,수목,"1,599","7,616","656,037",772,76,3.4,1.4,0.9,2.3,1.2,"1,004,680","736,077",4.9,3.3
202108,빈센조,tvN,토일,"3,145","22,924","4,016,642","1,120",140,6.7,4.1,5.4,3.3,2.3,"1,644,713","1,355,080",8.1,6
202108,타임즈,OCN,토일,355,"2,155","352,564",281,93,0.8,0.4,0.5,0.8,1.5,"405,602","282,845",2,1.3
202108,드라마스테이지2021,tvN,수목,67,977,"23,281",261,4,0.1,0.2,0,0.8,0.1,0,0,0,0
202108,마우스,tvN,수목,186,"1,552","82,765",259,13,0.4,0.3,0.1,0.8,0.2,0,0,0,0
202108,오케이광자매,KBS2,토일,52,34,"6,792",247,3,0.1,0,0,0.7,0,0,0,0,0
202108,경로를이탈하였습니다,JTBC,월화,12,206,"33,783",104,2,0,0,0,0.3,0,0,0,0,0
202109,오삼광빌라,KBS2,토일,874,"5,371","1,071,183",970,69,1.6,0.8,1.2,2.6,1.1,"5,360,919","2,009,734",26.3,8.9
202109,선배그립스틱바르지마요,JTBC,월화,350,"2,973","1,214,263",282,74,0.7,0.5,1.4,0.7,1.2,"290,907","178,540",1.4,0.8
202109,결혼작사이혼작곡,TVCHOSUN,토일,332,"1,238","495,676",546,48,0.6,0.2,0.6,1.4,0.8,"1,076,719","311,534",5.3,1.4
202109,루카더비기닝,tvN,월화,362,"1,799","1,109,373",577,112,0.7,0.3,1.3,1.5,1.8,"1,141,179","806,578",5.6,3.6
202109,안녕나야,KBS2,수목,305,979,"133,472",463,46,0.6,0.2,0.2,1.2,0.7,"644,461","279,982",3.2,1.2
202109,달이뜨는강,KBS2,월화,"1,925","31,430","1,251,358","1,503",61,3.6,4.9,1.4,4,1,"1,477,007","630,764",7.3,2.8
202109,시지프스,JTBC,수목,"1,170","5,847","675,603",824,71,2.2,0.9,0.8,2.2,1.1,"952,881","711,523",4.7,3.2
202109,빈센조,tvN,토일,"3,375","22,896","4,708,185","1,125",157,6.3,3.6,5.3,3,2.5,"1,903,756","1,626,268",9.4,7.2
202109,타임즈,OCN,토일,234,621,"111,013",310,102,0.4,0.1,0.1,0.8,1.6,"401,180","239,025",2,1.1
202109,드라마스테이지2021,tvN,수목,166,"1,105","535,529",316,40,0.3,0.2,0.6,0.8,0.6,"215,565","173,824",1.1,0.8
202109,마우스,tvN,수목,"1,839","8,014","955,845","1,734",124,3.5,1.2,1.1,4.6,2,"833,440","656,712",4.1,2.9
202109,오케이광자매,KBS2,토일,81,211,"12,405",317,2,0.2,0,0,0.8,0,0,0,0,0
202109,경로를이탈하였습니다,JTBC,월화,13,99,"32,388",50,6,0,0,0,0.1,0.1,0,0,0,0
202109,조선구마사,SBS,월화,145,908,"82,971",277,10,0.3,0.1,0.1,0.7,0.2,0,0,0,0
202109,나빌레라,tvN,월화,146,518,"80,868",256,9,0.3,0.1,0.1,0.7,0.1,0,0,0,0
202109,오주인님,MBC,수목,34,78,"12,547",232,2,0.1,0,0,0.6,0,0,0,0,0
202109,아이를찾습니다,JTBC,월화,3,16,"3,468",39,6,0,0,0,0.1,0.1,0,0,0,0
202110,선배그립스틱바르지마요,JTBC,월화,456,"5,030","2,219,134",723,71,1,1.1,2.5,1.9,1.2,"336,433","198,503",1.7,0.9
202110,결혼작사이혼작곡,TVCHOSUN,토일,386,"1,700","1,101,936",645,45,0.9,0.4,1.2,1.7,0.7,"1,039,509","277,021",5.1,1.2
202110,루카더비기닝,tvN,월화,474,"2,417","1,047,386","1,087",99,1.1,0.5,1.2,2.9,1.6,"1,076,116","707,763",5.3,3.2
202110,안녕나야,KBS2,수목,262,736,"132,077",519,44,0.6,0.2,0.1,1.4,0.7,"691,173","363,692",3.4,1.6
202110,달이뜨는강,KBS2,월화,"1,272","15,019","855,566","1,324",52,2.9,3.1,0.9,3.5,0.9,"1,433,254","652,002",7,2.9
202110,시지프스,JTBC,수목,"1,041","4,981","686,479",721,78,2.3,1,0.8,1.9,1.3,"853,039","552,631",4.2,2.5
202110,빈센조,tvN,토일,"3,389","30,971","5,847,305","1,092",140,7.6,6.5,6.5,2.9,2.3,"1,854,852","1,543,534",9.1,6.9
202110,타임즈,OCN,토일,170,407,"112,581",306,93,0.4,0.1,0.1,0.8,1.5,"268,766","146,236",1.3,0.7
202110,드라마스테이지2021,tvN,수목,106,677,"307,946",332,57,0.2,0.1,0.3,0.9,0.9,"175,087","173,239",0.9,0.8
202110,마우스,tvN,수목,"1,529","9,603","2,238,126",856,113,3.4,2,2.5,2.3,1.9,"1,074,155","916,989",5.3,4.1
202110,오케이광자매,KBS2,토일,459,"1,869","242,981","1,627",71,1,0.4,0.3,4.3,1.2,"4,254,758","1,489,590",20.9,6.6
202110,경로를이탈하였습니다,JTBC,월화,22,374,"49,305",64,1,0,0.1,0.1,0.2,0,0,0,0,0
202110,조선구마사,SBS,월화,152,572,"37,239",252,7,0.3,0.1,0,0.7,0.1,0,0,0,0
202110,나빌레라,tvN,월화,137,720,"70,750",308,14,0.3,0.2,0.1,0.8,0.2,0,0,0,0
202110,오주인님,MBC,수목,55,196,"8,995",521,4,0.1,0,0,1.4,0.1,0,0,0,0
202110,아이를찾습니다,JTBC,월화,10,30,"5,028",71,2,0,0,0,0.2,0,0,0,0,0
202111,안녕나야,KBS2,수목,231,"1,061","182,364",510,46,0.5,0.2,0.2,1.5,0.8,"656,009","344,759",3.2,1.5
202111,달이뜨는강,KBS2,월화,728,"12,579","963,046",969,51,1.6,2.5,1.1,2.8,0.8,"1,645,862","737,543",8.1,3.3
202111,시지프스,JTBC,수목,910,"4,570","661,485",763,78,2,0.9,0.8,2.2,1.3,"801,424","532,113",3.9,2.4
202111,빈센조,tvN,토일,"3,986","39,316","5,502,342","1,530",177,8.9,7.7,6.3,4.4,2.9,"1,844,408","1,478,686",9.1,6.6
202111,타임즈,OCN,토일,167,500,"391,699",321,90,0.4,0.1,0.4,0.9,1.5,"341,301","219,300",1.7,1
202111,드라마스테이지2021,tvN,수목,194,"2,151","433,047",363,114,0.4,0.4,0.5,1,1.9,"251,068","202,661",1.2,0.9
202111,마우스,tvN,수목,"1,534","10,439","2,401,281",668,97,3.4,2,2.7,1.9,1.6,"1,136,870","904,563",5.6,4
202111,오케이광자매,KBS2,토일,530,"1,542","426,485",578,66,1.2,0.3,0.5,1.7,1.1,"4,366,539","1,381,024",21.5,6.1
202111,경로를이탈하였습니다,JTBC,월화,186,630,"55,313",571,61,0.4,0.1,0.1,1.6,1,"375,089","247,330",1.8,1.1
202111,조선구마사,SBS,월화,289,"1,870","354,497","1,022",25,0.6,0.4,0.4,2.9,0.4,0,0,0,0
202111,나빌레라,tvN,월화,315,"2,129","216,980",931,32,0.7,0.4,0.2,2.7,0.5,0,0,0,0
202111,오주인님,MBC,수목,56,179,"30,546",501,23,0.1,0,0,1.4,0.4,0,0,0,0
202111,아이를찾습니다,JTBC,월화,16,21,"3,626",55,4,0,0,0,0.2,0.1,0,0,0,0
202111,어쩌다가족,TVCHOSUN,토일,36,66,"4,256",269,9,0.1,0,0,0.8,0.1,"252,308","100,494",1.2,0.4
202112,안녕나야,KBS2,수목,223,513,"148,547",434,47,0.4,0.1,0.1,1,0.7,"622,354","324,844",3.1,1.4
202112,달이뜨는강,KBS2,월화,848,"11,146","767,816",946,54,1.3,1.3,0.7,2.3,0.9,"1,518,741","673,578",7.5,3
202112,시지프스,JTBC,수목,734,"5,497","909,108",559,76,1.2,0.6,0.8,1.3,1.2,"748,668","512,027",3.7,2.3
202112,빈센조,tvN,토일,"3,391","42,504","6,829,192","1,116",158,5.3,4.8,6.3,2.7,2.5,"1,977,899","1,614,730",9.7,7.2
202112,타임즈,OCN,토일,158,393,"198,567",362,105,0.2,0,0.2,0.9,1.7,"381,894","215,271",1.9,1
202112,드라마스테이지2021,tvN,수목,122,762,"764,614",126,55,0.2,0.1,0.7,0.3,0.9,"150,910","120,265",0.7,0.5
202112,마우스,tvN,수목,"1,338","9,533","2,230,135",766,110,2.1,1.1,2.1,1.8,1.7,"1,128,405","986,014",5.5,4.4
202112,오케이광자매,KBS2,토일,380,827,"305,445",595,67,0.6,0.1,0.3,1.4,1.1,"4,331,275","1,579,014",21.3,7
202112,조선구마사,SBS,월화,"12,874","269,579","6,080,129","5,266",135,20.3,30.6,5.6,12.7,2.1,"1,449,324","1,032,048",7.1,4.6
202112,나빌레라,tvN,월화,"1,444","6,471","708,304","1,149",105,2.3,0.7,0.7,2.8,1.7,"512,492","333,058",2.5,1.5
202112,오주인님,MBC,수목,485,"4,484","235,326","1,543",106,0.8,0.5,0.2,3.7,1.7,"549,503","302,673",2.7,1.3
202112,아이를찾습니다,JTBC,월화,166,664,"59,628",384,58,0.3,0.1,0.1,0.9,0.9,"428,225","264,029",2.1,1.2
202112,어쩌다가족,TVCHOSUN,토일,36,53,"6,491",159,9,0.1,0,0,0.4,0.1,"178,743","43,794",0.9,0.2
202112,대박부동산,KBS2,수목,74,435,"41,706",247,1,0.1,0,0,0.6,0,0,0,0,0
202112,로스쿨,JTBC,수목,68,563,"145,514",228,7,0.1,0.1,0.1,0.5,0.1,0,0,0,0
202113,안녕나야,KBS2,수목,225,512,"207,840",363,46,0.5,0.1,0.2,0.9,0.7,"778,985","323,226",3.8,1.4
202113,달이뜨는강,KBS2,월화,619,"8,741","674,447","1,580",62,1.3,1.1,0.7,4,1,"1,665,007","696,735",8.2,3.1
202113,시지프스,JTBC,수목,591,"4,415","664,755",494,70,1.2,0.6,0.6,1.2,1.1,"717,127","486,474",3.5,2.2
