주차,프로그램명,채널,요일,게시글(건수),댓글(건수),동영상조회(건수),뉴스(건수),동영상(건수),게시글(점유율%),댓글(점유율%),동영상조회(점유율%),뉴스(점유율%),동영상(점유율%),가구시청자수,2049시청자수,가구시청률(%),2049시청률(%)
202113,빈센조,tvN,토일,"2,620","30,644","6,630,788","1,123",170,5.4,4,6.4,2.8,2.7,"2,045,464","1,640,341",10.1,7.3
202113,드라마스테이지2021,tvN,수목,153,591,"99,262",215,48,0.3,0.1,0.1,0.5,0.8,"199,774","182,059",1,0.8
202113,마우스,tvN,수목,"1,169","8,049","1,651,323",738,94,2.4,1,1.6,1.9,1.5,"1,159,670","985,175",5.7,4.4
202113,오케이광자매,KBS2,토일,331,"1,078","363,589",528,61,0.7,0.1,0.4,1.3,1,"4,432,170","1,600,021",21.8,7.1
202113,나빌레라,tvN,월화,950,"6,241","634,244",683,107,2,0.8,0.6,1.7,1.7,"540,463","349,147",2.7,1.6
202113,오주인님,MBC,수목,277,724,"150,288",624,82,0.6,0.1,0.1,1.6,1.3,"223,778","187,455",1.1,0.8
202113,어쩌다가족,TVCHOSUN,토일,22,177,"11,712",222,16,0,0,0,0.6,0.3,"153,242","63,552",0.8,0.3
202113,대박부동산,KBS2,수목,104,383,"10,577",314,3,0.2,0,0,0.8,0,0,0,0,0
202113,로스쿨,JTBC,수목,85,636,"53,771",167,4,0.2,0.1,0.1,0.4,0.1,0,0,0,0
202114,안녕나야,KBS2,수목,325,837,"238,032",662,47,0.9,0.2,0.3,1.8,0.8,"751,925","431,615",3.7,1.9
202114,달이뜨는강,KBS2,월화,392,"3,401","544,719",889,69,1,0.6,0.8,2.4,1.1,"1,463,248","631,103",7.2,2.8
202114,시지프스,JTBC,수목,"1,211","7,447","818,749",778,83,3.2,1.4,1.2,2.1,1.3,"780,263","562,135",3.8,2.5
202114,빈센조,tvN,토일,"3,422","30,692","5,143,064","1,138",146,9.1,5.8,7.6,3.1,2.4,"2,086,832","1,678,815",10.3,7.5
202114,드라마스테이지2021,tvN,수목,161,930,"115,526",156,50,0.4,0.2,0.2,0.4,0.8,"144,388","106,142",0.7,0.5
202114,마우스,tvN,수목,908,"6,565","963,014",432,98,2.4,1.2,1.4,1.2,1.6,"1,092,018","970,488",5.4,4.3
202114,오케이광자매,KBS2,토일,332,828,"646,474",661,61,0.9,0.2,1,1.8,1,"4,411,184","1,620,303",21.7,7.2
202114,나빌레라,tvN,월화,711,"3,114","636,687",644,121,1.9,0.6,0.9,1.7,2,"493,101","317,512",2.4,1.4
202114,오주인님,MBC,수목,219,430,"78,972",649,79,0.6,0.1,0.1,1.7,1.3,"176,649","136,056",0.9,0.6
202114,어쩌다가족,TVCHOSUN,토일,30,38,"4,582",251,16,0.1,0,0,0.7,0.3,"177,978","52,297",0.9,0.2
202114,대박부동산,KBS2,수목,156,564,"17,776",303,4,0.4,0.1,0,0.8,0.1,0,0,0,0
202114,로스쿨,JTBC,수목,103,585,"51,402",141,9,0.3,0.1,0.1,0.4,0.1,0,0,0,0
202114,보쌈-운명을훔치다,MBN,토일,24,61,"2,643",122,2,0.1,0,0,0.3,0,0,0,0,0
202115,달이뜨는강,KBS2,월화,327,"3,873","517,728",749,53,0.9,0.6,0.6,2.1,0.9,"1,575,581","645,905",7.7,2.9
202115,빈센조,tvN,토일,"2,285","26,102","5,901,810",821,98,6.4,4.1,7.1,2.3,1.6,"988,811","920,080",4.9,4.1
202115,드라마스테이지2021,tvN,수목,120,"2,928","704,783",217,52,0.3,0.5,0.8,0.6,0.8,"219,018","192,049",1.1,0.9
202115,마우스,tvN,수목,944,"7,529","1,269,128",574,93,2.6,1.2,1.5,1.6,1.5,"1,028,495","853,108",5.1,3.8
202115,오케이광자매,KBS2,토일,274,402,"126,140",316,60,0.8,0.1,0.2,0.9,1,0,0,0,0
202115,나빌레라,tvN,월화,"1,038","6,842","1,115,198",730,111,2.9,1.1,1.3,2.1,1.8,"563,725","406,089",2.8,1.8
202115,오주인님,MBC,수목,189,297,"62,298",526,74,0.5,0,0.1,1.5,1.2,"341,879","140,129",1.7,0.6
202115,어쩌다가족,TVCHOSUN,토일,28,162,"11,653",242,17,0.1,0,0,0.7,0.3,"144,269","72,016",0.7,0.3
202115,대박부동산,KBS2,수목,611,"2,315","418,345","1,573",71,1.7,0.4,0.5,4.5,1.2,"934,828","514,194",4.6,2.3
202115,로스쿨,JTBC,수목,580,"3,270","446,525","1,745",58,1.6,0.5,0.5,4.9,0.9,"875,414","499,519",4.3,2.2
202115,보쌈-운명을훔치다,MBN,토일,37,182,"10,574",145,9,0.1,0,0,0.4,0.1,0,0,0,0
202115,오월의청춘,KBS2,월화,74,486,"47,017",325,3,0.2,0.1,0.1,0.9,0,0,0,0,0
202115,나의너에게,KBS1,월화,21,45,277,117,0,0.1,0,0,0.3,0,0,0,0,0
202116,달이뜨는강,KBS2,월화,571,"12,846","674,349","1,176",59,1.4,2.1,0.8,3.4,0.9,"1,599,719","596,488",7.9,2.7
202116,빈센조,tvN,토일,"3,556","26,373","4,116,479",783,128,8.7,4.2,5.1,2.3,2,"2,316,266","1,856,882",11.4,8.3
202116,드라마스테이지2021,tvN,수목,92,446,"278,962",91,46,0.2,0.1,0.3,0.3,0.7,"200,648","137,408",1,0.6
202116,마우스,tvN,수목,"1,188","8,852","1,839,190",730,85,2.9,1.4,2.3,2.1,1.4,"1,101,865","969,895",5.4,4.3
202116,오케이광자매,KBS2,토일,253,596,"441,540",511,60,0.6,0.1,0.6,1.5,1,"4,488,145","1,658,575",22.1,7.4
202116,나빌레라,tvN,월화,887,"5,161","1,027,609",660,102,2.2,0.8,1.3,1.9,1.6,"543,494","393,509",2.7,1.8
202116,오주인님,MBC,수목,179,275,"173,594",527,51,0.4,0,0.2,1.5,0.8,"446,205","238,821",2.2,1.1
202116,어쩌다가족,TVCHOSUN,토일,33,49,"1,934",235,9,0.1,0,0,0.7,0.1,"131,114","67,798",0.6,0.3
202116,대박부동산,KBS2,수목,535,"1,532","384,633",674,51,1.3,0.2,0.5,2,0.8,"881,194","522,621",4.3,2.3
202116,로스쿨,JTBC,수목,408,"3,815","582,503",669,76,1,0.6,0.7,2,1.2,"774,514","400,454",3.8,1.8
202116,보쌈-운명을훔치다,MBN,토일,43,146,"11,844",188,34,0.1,0,0,0.6,0.5,0,0,0,0
202116,오월의청춘,KBS2,월화,82,329,"23,413",395,4,0.2,0.1,0,1.2,0.1,0,0,0,0
202116,나의너에게,KBS1,월화,5,23,"2,831",0,0,0,0,0,0,0,"267,590","123,711",1.3,0.6
202116,어느날우리집현관으로멸망이들어왔다,tvN,월화,125,814,"164,399",345,4,0.3,0.1,0.2,1,0.1,0,0,0,0
202116,마인,tvN,토일,20,106,"21,851",464,6,0,0,0,1.4,0.1,0,0,0,0
202117,빈센조,tvN,토일,"8,068","58,632","9,230,440","1,530",141,17.7,8.7,11.2,4.4,2.2,"2,460,132","2,075,153",12.1,9.2
202117,마우스,tvN,수목,944,"7,923","1,696,235",331,80,2.1,1.2,2,1,1.3,"860,270","730,892",4.2,3.3
202117,오케이광자매,KBS2,토일,347,"1,167","584,188",616,60,0.8,0.2,0.7,1.8,1,"4,504,580","1,578,272",22.1,7
202117,나빌레라,tvN,월화,"1,284","5,297","952,625",964,107,2.8,0.8,1.2,2.8,1.7,"574,669","355,811",2.8,1.6
202117,오주인님,MBC,수목,202,284,"89,046",565,50,0.4,0,0.1,1.6,0.8,"354,753","151,260",1.7,0.7
202117,어쩌다가족,TVCHOSUN,토일,44,616,"7,544",208,16,0.1,0.1,0,0.6,0.3,"163,268","59,760",0.8,0.3
202117,대박부동산,KBS2,수목,671,"2,266","403,462",689,57,1.5,0.3,0.5,2,0.9,"981,995","671,744",4.8,3
202117,로스쿨,JTBC,수목,406,"4,677","653,998",459,75,0.9,0.7,0.8,1.3,1.2,"705,908","323,772",3.5,1.4
202117,보쌈-운명을훔치다,MBN,토일,190,"1,280","108,879","1,100",101,0.4,0.2,0.1,3.2,1.6,"491,769","180,191",2.4,0.8
202117,오월의청춘,KBS2,월화,235,932,"79,223",641,15,0.5,0.1,0.1,1.9,0.2,0,0,0,0
202117,어느날우리집현관으로멸망이들어왔다,tvN,월화,178,"1,266","314,162",412,7,0.4,0.2,0.4,1.2,0.1,0,0,0,0
202117,마인,tvN,토일,87,347,"81,732",310,10,0.2,0.1,0.1,0.9,0.2,0,0,0,0
202117,목표가생겼다,MBC,수목,18,19,103,130,1,0,0,0,0.4,0,0,0,0,0
202118,마우스,tvN,수목,795,"6,617","2,326,003",521,82,2.4,1.6,3.4,1.6,1.3,"1,120,233","990,472",5.5,4.4
202118,오케이광자매,KBS2,토일,380,"1,169","753,727",558,62,1.2,0.3,1.1,1.8,1,"4,457,097","1,575,595",21.9,7
202118,오주인님,MBC,수목,175,523,"86,623",445,46,0.5,0.1,0.1,1.4,0.7,"402,220","195,310",2,0.9
202118,어쩌다가족,TVCHOSUN,토일,16,554,"9,394",164,9,0,0.1,0,0.5,0.1,"190,173","44,048",0.9,0.2
202118,대박부동산,KBS2,수목,493,"1,835","410,559",438,54,1.5,0.4,0.6,1.4,0.9,"1,026,313","677,039",5,3
202118,로스쿨,JTBC,수목,530,"3,094","925,181",496,75,1.6,0.7,1.3,1.6,1.2,"768,252","392,812",3.8,1.7
202118,보쌈-운명을훔치다,MBN,토일,256,882,"165,811",561,99,0.8,0.2,0.2,1.8,1.6,"719,881","262,369",3.5,1.2
202118,오월의청춘,KBS2,월화,970,"4,140","723,676","1,249",79,2.9,1,1,3.9,1.3,"1,032,584","487,542",5.1,2.2
202118,어느날우리집현관으로멸망이들어왔다,tvN,월화,396,"3,092","482,925",906,25,1.2,0.7,0.7,2.9,0.4,0,0,0,0
202118,마인,tvN,토일,584,"2,035","503,325","1,222",114,1.8,0.5,0.7,3.9,1.8,"868,432","601,285",4.3,2.7
202118,목표가생겼다,MBC,수목,10,15,"1,509",120,1,0,0,0,0.4,0,0,0,0,0
202118,간떨어지는동거,tvN,수목,102,207,"6,305",88,5,0.3,0,0,0.3,0.1,0,0,0,0
202119,마우스,tvN,수목,818,"6,106","2,072,205",448,67,2.4,1.2,2.9,1.4,1.1,"1,102,976","884,627",5.4,3.9
202119,오케이광자매,KBS2,토일,424,"2,433","1,048,499",575,61,1.3,0.5,1.5,1.8,1,"5,012,361","1,866,262",24.6,8.3
202119,오주인님,MBC,수목,191,257,"64,912",740,48,0.6,0,0.1,2.4,0.8,"480,419","239,172",2.4,1.1
202119,어쩌다가족,TVCHOSUN,토일,20,29,"6,482",182,16,0.1,0,0,0.6,0.3,"229,152","103,224",1.1,0.5
202119,대박부동산,KBS2,수목,515,"1,772","421,052",508,55,1.5,0.3,0.6,1.6,0.9,"1,128,148","714,128",5.5,3.2
202119,로스쿨,JTBC,수목,738,"5,444","1,571,361",324,83,2.2,1,2.2,1,1.3,"842,665","458,935",4.1,2
202119,보쌈-운명을훔치다,MBN,토일,249,"1,013","243,842",489,98,0.7,0.2,0.3,1.6,1.6,"916,360","294,409",4.5,1.3
202119,오월의청춘,KBS2,월화,799,"3,790","810,113",643,57,2.4,0.7,1.1,2.1,0.9,"946,152","475,779",4.6,2.1
202119,어느날우리집현관으로멸망이들어왔다,tvN,월화,"1,267","7,579","2,043,413","1,199",116,3.8,1.5,2.8,3.9,1.9,"796,161","743,804",3.9,3.3
202119,마인,tvN,토일,"1,015","3,645","1,606,407",940,128,3,0.7,2.2,3,2.1,"1,073,035","836,791",5.3,3.7
202119,목표가생겼다,MBC,수목,18,37,443,142,1,0.1,0,0,0.5,0,0,0,0,0
202119,간떨어지는동거,tvN,수목,150,538,"16,492",56,6,0.4,0.1,0,0.2,0.1,0,0,0,0
202119,라켓소년단,SBS,월화,36,97,"19,555",176,6,0.1,0,0,0.6,0.1,0,0,0,0
202119,미치지않고서야,MBC,수목,5,2,0,4,0,0,0,0,0,0,0,0,0,0
202120,마우스,tvN,수목,"1,157","7,865","1,678,066",929,90,3.4,1.1,2,3,1.4,"1,338,393","1,105,633",6.6,4.9
202120,오케이광자매,KBS2,토일,326,"1,248","764,366",555,60,0.9,0.2,0.9,1.8,1,"5,004,803","1,836,963",24.6,8.2
202120,어쩌다가족,TVCHOSUN,토일,9,48,"7,109",155,16,0,0,0,0.5,0.3,"159,902","67,501",0.8,0.3
202120,대박부동산,KBS2,수목,499,"2,194","687,151",387,52,1.5,0.3,0.8,1.3,0.8,"1,136,097","700,595",5.6,3.1
202120,로스쿨,JTBC,수목,816,"4,263","1,212,700",518,77,2.4,0.6,1.5,1.7,1.2,"899,724","590,441",4.4,2.6
202120,보쌈-운명을훔치다,MBN,토일,203,"1,638","171,074",429,69,0.6,0.2,0.2,1.4,1.1,"1,066,766","300,689",5.2,1.3
202120,오월의청춘,KBS2,월화,993,"6,591","1,133,352",613,57,2.9,0.9,1.4,2,0.9,"946,459","450,735",4.7,2
202120,어느날우리집현관으로멸망이들어왔다,tvN,월화,984,"10,505","3,657,462",804,133,2.9,1.4,4.4,2.6,2.1,"740,790","672,695",3.6,3
202120,마인,tvN,토일,902,"5,187","4,980,798",805,134,2.6,0.7,6,2.6,2.1,"1,156,438","741,035",5.7,3.3
202120,목표가생겼다,MBC,수목,144,275,"45,380",732,76,0.4,0,0.1,2.4,1.2,"581,893","288,005",2.9,1.3
202120,간떨어지는동거,tvN,수목,167,"1,769","369,416",128,14,0.5,0.2,0.4,0.4,0.2,0,0,0,0
202120,라켓소년단,SBS,월화,63,237,"39,362",166,9,0.2,0,0,0.5,0.1,0,0,0,0
202120,미치지않고서야,MBC,수목,19,15,0,0,0,0.1,0,0,0,0,0,0,0,0
202120,결혼작사이혼작곡시즌2,TVCHOSUN,토일,92,313,"9,596",301,3,0.3,0,0,1,0,0,0,0,0
202121,오케이광자매,KBS2,토일,352,"1,549","1,207,831",528,62,0.9,0.3,1.4,1.5,1,"4,984,761","1,924,133",24.5,8.6
202121,어쩌다가족,TVCHOSUN,토일,16,30,"1,906",168,16,0,0,0,0.5,0.3,"182,137","85,001",0.9,0.4
202121,대박부동산,KBS2,수목,399,"1,534","339,879",306,29,1,0.3,0.4,0.9,0.5,"948,762","590,960",4.7,2.6
202121,로스쿨,JTBC,수목,943,"5,838","1,488,894",509,81,2.5,1,1.8,1.4,1.3,"950,590","519,632",4.7,2.3
202121,보쌈-운명을훔치다,MBN,토일,199,"1,489","329,090",489,74,0.5,0.3,0.4,1.4,1.2,"1,054,048","254,017",5.2,1.1
202121,오월의청춘,KBS2,월화,"1,173","6,250","1,320,002",673,55,3.1,1.1,1.6,1.9,0.9,"970,399","493,582",4.8,2.2
202121,어느날우리집현관으로멸망이들어왔다,tvN,월화,"1,105","20,392","4,872,339",987,142,2.9,3.6,5.8,2.8,2.2,"748,353","686,193",3.7,3.1
202121,마인,tvN,토일,"1,199","8,578","6,130,887","1,168",142,3.1,1.5,7.3,3.3,2.2,"1,338,276","837,110",6.6,3.7
202121,목표가생겼다,MBC,수목,75,139,"27,285",519,34,0.2,0,0,1.5,0.5,"500,354","236,886",2.5,1.1
202121,간떨어지는동거,tvN,수목,"1,404","9,827","3,130,110","1,641",113,3.7,1.7,3.7,4.7,1.8,"860,871","705,993",4.2,3.1
202121,라켓소년단,SBS,월화,111,575,"70,164",844,15,0.3,0.1,0.1,2.4,0.2,0,0,0,0
202121,결혼작사이혼작곡시즌2,TVCHOSUN,토일,78,238,"6,140",283,3,0.2,0,0,0.8,0,0,0,0,0
202121,멀리서보면푸른봄,KBS2,월화,161,960,"30,169",230,2,0.4,0.2,0,0.7,0,0,0,0,0
202121,월간집,JTBC,수목,22,88,"5,690",105,7,0.1,0,0,0.3,0.1,0,0,0,0
202121,슬기로운의사생활2,tvN,수목,353,"2,286","484,312",332,6,0.9,0.4,0.6,0.9,0.1,0,0,0,0
202121,알고있지만,JTBC,토일,175,"2,622","475,904",501,6,0.5,0.5,0.6,1.4,0.1,0,0,0,0
202122,오케이광자매,KBS2,토일,434,"1,227","1,184,403",580,60,1.1,0.3,1.4,1.6,1,"4,545,124","1,671,303",22.3,7.4
202122,어쩌다가족,TVCHOSUN,토일,27,33,"2,599",198,9,0.1,0,0,0.6,0.1,"155,878","50,061",0.8,0.2
202122,대박부동산,KBS2,수목,360,"1,304","518,207",339,48,0.9,0.3,0.6,0.9,0.8,"940,153","536,696",4.6,2.4
202122,로스쿨,JTBC,수목,842,"6,043","1,816,712",452,83,2.1,1.3,2.1,1.3,1.4,"870,155","542,309",4.3,2.4
202122,보쌈-운명을훔치다,MBN,토일,175,"2,113","326,407",537,75,0.4,0.5,0.4,1.5,1.2,"1,074,284","289,972",5.3,1.3
202122,오월의청춘,KBS2,월화,"1,026","7,835","1,037,923",740,59,2.6,1.7,1.2,2.1,1,"929,757","481,243",4.6,2.1
202122,어느날우리집현관으로멸망이들어왔다,tvN,월화,924,"20,827","4,432,539",939,138,2.3,4.5,5.2,2.6,2.3,"674,182","617,950",3.3,2.8
202122,마인,tvN,토일,915,"4,308","4,257,938",933,130,2.3,0.9,5,2.6,2.2,"1,179,007","751,793",5.8,3.3
202122,간떨어지는동거,tvN,수목,855,"6,078","4,001,024",696,121,2.2,1.3,4.7,1.9,2,"727,606","659,945",3.6,2.9
202122,라켓소년단,SBS,월화,864,"5,072","405,578",903,89,2.2,1.1,0.5,2.5,1.5,"1,035,735","637,917",5.1,2.8
202122,미치지않고서야,MBC,수목,24,57,"2,406",123,4,0.1,0,0,0.3,0.1,0,0,0,0
202122,결혼작사이혼작곡시즌2,TVCHOSUN,토일,177,"1,210","68,113",509,13,0.4,0.3,0.1,1.4,0.2,0,0,0,0
202122,멀리서보면푸른봄,KBS2,월화,202,"2,089","30,070",322,4,0.5,0.5,0,0.9,0.1,0,0,0,0
202122,월간집,JTBC,수목,51,137,"23,688",124,5,0.1,0,0,0.3,0.1,0,0,0,0
202122,슬기로운의사생활2,tvN,수목,390,"2,939","847,347",435,12,1,0.6,1,1.2,0.2,0,0,0,0
202122,알고있지만,JTBC,토일,174,"1,147","201,626",559,4,0.4,0.2,0.2,1.6,0.1,0,0,0,0
202123,오케이광자매,KBS2,토일,526,"2,290","2,465,666",664,61,1.4,0.5,2.9,1.9,1,"4,925,829","1,757,399",24.2,7.8
202123,대박부동산,KBS2,수목,415,"1,707","271,872",536,49,1.1,0.3,0.3,1.5,0.8,"998,929","590,521",4.9,2.6
202123,로스쿨,JTBC,수목,739,"6,821","1,263,719",865,58,2,1.4,1.5,2.5,1,"804,647","449,229",4,2
202123,보쌈-운명을훔치다,MBN,토일,186,831,"464,618",428,78,0.5,0.2,0.5,1.2,1.3,"1,095,313","325,675",5.4,1.4
202123,오월의청춘,KBS2,월화,"2,042","9,374","1,576,093","1,225",57,5.4,1.9,1.8,3.5,0.9,"1,007,147","472,620",4.9,2.1
202123,어느날우리집현관으로멸망이들어왔다,tvN,월화,638,"9,544","3,092,276",768,139,1.7,1.9,3.6,2.2,2.3,"608,800","548,760",3,2.4
202123,마인,tvN,토일,746,"4,296","4,782,775",777,144,2,0.9,5.6,2.2,2.4,"1,285,241","749,634",6.3,3.3
202123,간떨어지는동거,tvN,수목,721,"5,832","4,090,872",714,114,1.9,1.2,4.8,2.1,1.9,"746,061","673,097",3.7,3
202123,라켓소년단,SBS,월화,633,"2,444","466,375",519,71,1.7,0.5,0.5,1.5,1.2,"959,936","681,302",4.7,3
202123,미치지않고서야,MBC,수목,51,227,"183,569",236,10,0.1,0,0.2,0.7,0.2,0,0,0,0
202123,결혼작사이혼작곡시즌2,TVCHOSUN,토일,455,"1,540","675,230","1,380",48,1.2,0.3,0.8,4,0.8,"674,526","189,888",3.3,0.8
202123,멀리서보면푸른봄,KBS2,월화,171,"1,435","28,968",346,6,0.5,0.3,0,1,0.1,0,0,0,0
202123,월간집,JTBC,수목,73,499,"195,594",121,17,0.2,0.1,0.2,0.3,0.3,0,0,0,0
202123,슬기로운의사생활2,tvN,수목,600,"5,527","1,033,690","1,036",22,1.6,1.1,1.2,3,0.4,0,0,0,0
202123,알고있지만,JTBC,토일,143,"1,567","500,667",274,12,0.4,0.3,0.6,0.8,0.2,0,0,0,0
202123,악마판사,tvN,토일,52,811,"110,985",152,8,0.1,0.2,0.1,0.4,0.1,0,0,0,0
202124,오케이광자매,KBS2,토일,710,"2,638","2,353,218",594,62,1.8,0.6,3.1,1.6,1,"4,472,766","1,647,056",22,7.3
202124,보쌈-운명을훔치다,MBN,토일,166,783,"386,758",326,76,0.4,0.2,0.5,0.9,1.3,"1,101,047","335,915",5.4,1.5
202124,어느날우리집현관으로멸망이들어왔다,tvN,월화,684,"9,504","3,764,377",659,157,1.7,2.2,4.9,1.8,2.6,"623,249","563,900",3.1,2.5
202124,마인,tvN,토일,673,"3,387","3,346,440",817,136,1.7,0.8,4.4,2.2,2.2,"1,326,310","820,344",6.5,3.7
202124,간떨어지는동거,tvN,수목,"1,075","6,556","4,820,116",689,112,2.7,1.5,6.3,1.9,1.8,"779,882","689,767",3.8,3.1
202124,라켓소년단,SBS,월화,744,"3,407","584,710",931,67,1.9,0.8,0.8,2.6,1.1,"1,015,940","637,968",5,2.8
202124,미치지않고서야,MBC,수목,62,256,"25,702",219,8,0.2,0.1,0,0.6,0.1,0,0,0,0
202124,결혼작사이혼작곡시즌2,TVCHOSUN,토일,460,"1,135","367,120",529,40,1.1,0.3,0.5,1.5,0.7,"748,206","254,472",3.7,1.1
202124,멀리서보면푸른봄,KBS2,월화,"1,286","9,988","349,890","1,317",70,3.2,2.4,0.5,3.6,1.2,"439,648","220,281",2.2,1
202124,월간집,JTBC,수목,936,"2,509","258,192","1,060",86,2.3,0.6,0.3,2.9,1.4,"404,287","257,161",2,1.1
202124,슬기로운의사생활2,tvN,수목,"3,498","23,419","3,633,342","1,433",56,8.7,5.5,4.8,3.9,0.9,"2,049,624","2,014,011",10.1,9
202124,알고있지만,JTBC,토일,844,"6,162","1,133,679","1,068",41,2.1,1.5,1.5,2.9,0.7,"310,512","249,414",1.5,1.1
202124,악마판사,tvN,토일,114,699,"98,343",249,5,0.3,0.2,0.1,0.7,0.1,0,0,0,0
202124,너는나의봄,tvN,월화,118,366,"65,346",272,2,0.3,0.1,0.1,0.7,0,0,0,0,0
202125,오케이광자매,KBS2,토일,582,"1,959","1,488,092",296,69,1.4,0.5,1.7,0.9,1.1,"4,857,196","1,806,700",23.9,8
202125,보쌈-운명을훔치다,MBN,토일,197,"1,250","596,869",442,75,0.5,0.3,0.7,1.3,1.2,"1,156,336","342,154",5.7,1.5
202125,어느날우리집현관으로멸망이들어왔다,tvN,월화,750,"13,365","3,695,884",725,133,1.9,3.5,4.2,2.2,2.1,"566,920","526,758",2.8,2.3
202125,마인,tvN,토일,731,"5,359","4,822,853","1,003",119,1.8,1.4,5.5,3,1.9,"1,496,943","959,176",7.4,4.3
202125,간떨어지는동거,tvN,수목,874,"7,836","5,790,488",552,125,2.2,2,6.6,1.7,2,"814,703","718,166",4,3.2
202125,라켓소년단,SBS,월화,599,"4,512","945,190",528,65,1.5,1.2,1.1,1.6,1.1,"1,059,737","700,240",5.2,3.1
202125,미치지않고서야,MBC,수목,575,"1,948","180,992","1,341",75,1.4,0.5,0.2,4.1,1.2,"698,633","323,071",3.4,1.4
202125,결혼작사이혼작곡시즌2,TVCHOSUN,토일,651,"1,754","847,910",546,44,1.6,0.5,1,1.6,0.7,"832,073","207,963",4.1,0.9
202125,멀리서보면푸른봄,KBS2,월화,626,"10,142","325,238",537,56,1.6,2.6,0.4,1.6,0.9,"438,947","201,432",2.2,0.9
202125,월간집,JTBC,수목,812,"5,373","544,058",456,81,2,1.4,0.6,1.4,1.3,"359,619","198,501",1.8,0.9
202125,슬기로운의사생활2,tvN,수목,"3,554","24,696","7,641,901","1,021",66,8.8,6.4,8.7,3.1,1.1,"1,816,015","1,787,214",8.9,8
202125,알고있지만,JTBC,토일,976,"10,417","2,820,670",665,58,2.4,2.7,3.2,2,0.9,"261,458","236,191",1.3,1.1
202125,악마판사,tvN,토일,136,850,"96,359",321,2,0.3,0.2,0.1,1,0,0,0,0,0
202125,너는나의봄,tvN,월화,125,441,"80,139",370,7,0.3,0.1,0.1,1.1,0.1,0,0,0,0
202126,오케이광자매,KBS2,토일,588,"1,769","950,848",366,63,1.5,0.4,1.2,1.1,1,"5,256,707","2,043,590",25.8,9.1
202126,보쌈-운명을훔치다,MBN,토일,233,686,"423,103",490,81,0.6,0.2,0.5,1.4,1.3,"1,245,076","375,694",6.1,1.7
202126,어느날우리집현관으로멸망이들어왔다,tvN,월화,657,"12,063","3,343,216",704,126,1.6,2.9,4.3,2.1,2.1,"565,783","503,085",2.8,2.2
202126,간떨어지는동거,tvN,수목,752,"6,887","4,674,253",539,119,1.9,1.7,6,1.6,2,"672,267","633,590",3.3,2.8
202126,라켓소년단,SBS,월화,621,"5,124","876,850",496,73,1.5,1.2,1.1,1.5,1.2,"929,588","669,568",4.6,3
202126,미치지않고서야,MBC,수목,353,821,"192,262",423,60,0.9,0.2,0.2,1.2,1,"719,376","252,040",3.5,1.1
202126,결혼작사이혼작곡시즌2,TVCHOSUN,토일,"1,024","2,891","852,207",487,41,2.6,0.7,1.1,1.4,0.7,"1,207,687","376,428",5.9,1.7
202126,멀리서보면푸른봄,KBS2,월화,625,"8,739","335,896",465,55,1.6,2.1,0.4,1.4,0.9,"448,875","197,061",2.2,0.9
202126,월간집,JTBC,수목,532,"1,468","501,137",521,86,1.3,0.4,0.6,1.5,1.4,"326,060","166,933",1.6,0.7
202126,슬기로운의사생활2,tvN,수목,"3,298","22,049","4,343,748",996,64,8.2,5.3,5.6,2.9,1.1,"2,166,403","2,078,243",10.6,9.3
202126,알고있지만,JTBC,토일,675,"7,655","2,980,284",579,61,1.7,1.8,3.8,1.7,1,"275,857","255,464",1.4,1.1
202126,악마판사,tvN,토일,"1,039","4,300","390,369","1,365",106,2.6,1,0.5,4,1.7,"1,004,693","771,601",4.9,3.4
202126,너는나의봄,tvN,월화,215,848,"192,748",456,13,0.5,0.2,0.2,1.3,0.2,0,0,0,0
202127,오케이광자매,KBS2,토일,574,"3,166","910,179",265,64,1.3,0.7,1.3,0.8,1.1,"5,126,850","2,068,603",25.2,9.2
202127,간떨어지는동거,tvN,수목,714,"6,340","4,183,535",583,132,1.7,1.4,5.9,1.7,2.2,"638,724","565,932",3.1,2.5
202127,라켓소년단,SBS,월화,796,"4,731","772,843",541,72,1.8,1.1,1.1,1.6,1.2,"1,137,952","743,159",5.6,3.3
202127,미치지않고서야,MBC,수목,282,985,"106,283",412,60,0.7,0.2,0.1,1.2,1,"649,622","302,340",3.2,1.3
202127,결혼작사이혼작곡시즌2,TVCHOSUN,토일,"1,185","4,217","1,204,464",615,47,2.8,1,1.7,1.8,0.8,"1,551,956","533,117",7.6,2.4
202127,멀리서보면푸른봄,KBS2,월화,574,"7,031","424,752",519,53,1.3,1.6,0.6,1.5,0.9,"411,495","180,979",2,0.8
202127,월간집,JTBC,수목,493,"2,133","679,914",381,87,1.1,0.5,1,1.1,1.5,"355,152","240,820",1.7,1.1
202127,슬기로운의사생활2,tvN,수목,"3,214","24,402","3,319,078",834,63,7.5,5.5,4.6,2.5,1.1,"2,159,883","2,020,952",10.6,9
202127,알고있지만,JTBC,토일,587,"10,932","3,287,383",593,63,1.4,2.5,4.6,1.8,1.1,"184,084","174,236",0.9,0.8
202127,악마판사,tvN,토일,"1,174","6,333","2,500,977",623,123,2.7,1.4,3.5,1.8,2.1,"1,069,070","729,463",5.3,3.2
202127,너는나의봄,tvN,월화,"2,119","6,394","761,205","1,358",114,4.9,1.4,1.1,4,1.9,"599,134","410,971",2.9,1.8
