,방송일자,채널명,프로그램시작시간,프로그램종료시간,프로그램명,방송회차명,프로그램장르소분류명,출연진내용,총시청률,평균시청률,장르1,장르2
0,20200101,KBS2,22,222624,99억의여자,17회,미니시리즈,"조여정,김강우,정웅인",4.1174414285714285,3.675295044642857,범죄,액션
1,20200101,KBS2,22,230803,99억의여자,18회,미니시리즈,"조여정,김강우,정웅인",5.3128150000000005,3.675295044642857,범죄,액션
2,20200101,MBC,21,220027,하자있는인간들,22회,미니시리즈,"오연서,안재현,김슬기",1.5051450000000002,1.2737275,로맨스,
3,20200101,tvN,21,224540,싸이코패스다이어리,13회,미니시리즈,"윤시윤,정인선,박성훈",1.3904828571428571,1.6515901785714286,미스터리,추리
4,20200102,KBS2,22,222920,99억의여자,19회,미니시리즈,"조여정,김강우,정웅인",3.286443571428572,3.675295044642857,범죄,액션
5,20200102,KBS2,22,230409,99억의여자,20회,미니시리즈,"조여정,김강우,정웅인",3.729419285714286,3.675295044642857,범죄,액션
6,20200102,MBC,21,220020,하자있는인간들,24회,미니시리즈,"오연서,안재현,김슬기",1.3692842857142855,1.2737275,로맨스,
7,20200102,tvN,21,225150,싸이코패스다이어리,14회,미니시리즈,"윤시윤,정인선,박성훈",1.881027142857143,1.6515901785714286,미스터리,추리
8,20200102,OCN,22,235816,손THEGUEST,1회,미니시리즈,"김동욱,김재욱,정은채",0.2330442857142857,0.2330442857142857,판타지,미스터리
9,20200103,SBS,22,223426,스토브리그,6회,미니시리즈,"남궁민,박은빈,오정세",5.189817857142856,7.027899216589862,스포츠,
10,20200103,SBS,22,230852,스토브리그,6회,미니시리즈,"남궁민,박은빈,오정세",6.896261428571428,7.027899216589862,스포츠,
11,20200104,SBS,22,223923,스토브리그,7회,미니시리즈,"남궁민,박은빈,오정세",5.916684285714287,7.027899216589862,스포츠,
12,20200104,SBS,22,230603,스토브리그,7회,미니시리즈,"남궁민,박은빈,오정세",7.1987250000000005,7.027899216589862,스포츠,
13,20200106,SBS,21,221518,낭만닥터김사부2,1회,미니시리즈,"한석규,안효섭,이성경",5.576872857142858,9.248760432900433,의학,
14,20200106,SBS,22,224809,낭만닥터김사부2,1회,미니시리즈,"한석규,안효섭,이성경",7.416949285714287,9.248760432900433,의학,
15,20200106,JTBC,21,224027,검사내전,5회,미니시리즈,"이선균,정려원,이성재",1.5615235714285711,1.5268005357142858,법정,추리
16,20200106,tvN,21,224434,블랙독,7회,미니시리즈,"서현진,라미란,하준",1.83245,1.8721575000000001,휴먼,
17,20200107,SBS,21,221613,낭만닥터김사부2,2회,미니시리즈,"한석규,안효섭,이성경",6.932547857142857,9.248760432900433,의학,
18,20200107,SBS,22,225131,낭만닥터김사부2,2회,미니시리즈,"한석규,안효섭,이성경",9.440464285714285,9.248760432900433,의학,
19,20200107,JTBC,21,223951,검사내전,6회,미니시리즈,"이선균,정려원,이성재",1.641770714285714,1.5268005357142858,법정,추리
20,20200107,tvN,21,224904,블랙독,8회,미니시리즈,"서현진,라미란,하준",1.894425,1.8721575000000001,휴먼,
21,20200108,KBS2,22,223210,99억의여자,21회,미니시리즈,"조여정,김강우,정웅인",3.731254285714286,3.675295044642857,범죄,액션
22,20200108,KBS2,22,230728,99억의여자,22회,미니시리즈,"조여정,김강우,정웅인",4.361594285714286,3.675295044642857,범죄,액션
23,20200108,MBC,21,220032,하자있는인간들,26회,미니시리즈,"오연서,안재현,김슬기",1.051812857142857,1.2737275,로맨스,
24,20200108,tvN,21,224500,싸이코패스다이어리,15회,미니시리즈,"윤시윤,정인선,박성훈",1.5687185714285712,1.6515901785714286,미스터리,추리
25,20200109,KBS2,21,222705,99억의여자,23회,미니시리즈,"조여정,김강우,정웅인",2.6924957142857138,3.675295044642857,범죄,액션
26,20200109,KBS2,22,230259,99억의여자,24회,미니시리즈,"조여정,김강우,정웅인",3.2693921428571424,3.675295044642857,범죄,액션
27,20200109,MBC,21,220030,하자있는인간들,28회,미니시리즈,"오연서,안재현,김슬기",0.9973042857142858,1.2737275,로맨스,
28,20200109,tvN,21,224425,싸이코패스다이어리,16회,미니시리즈,"윤시윤,정인선,박성훈",1.766132142857143,1.6515901785714286,미스터리,추리
29,20200110,SBS,22,223316,스토브리그,8회,미니시리즈,"남궁민,박은빈,오정세",6.487712857142857,7.027899216589862,스포츠,
30,20200110,SBS,22,230546,스토브리그,8회,미니시리즈,"남궁민,박은빈,오정세",7.900362857142858,7.027899216589862,스포츠,
31,20200111,SBS,22,223514,스토브리그,9회,미니시리즈,"남궁민,박은빈,오정세",5.805600714285715,7.027899216589862,스포츠,
32,20200111,SBS,22,230623,스토브리그,9회,미니시리즈,"남궁민,박은빈,오정세",8.125597857142855,7.027899216589862,스포츠,
33,20200111,tvN,21,223618,사랑의불시착,7회,미니시리즈,"현빈,손예진,서지혜",5.94691142857143,8.415945714285714,로맨스,
34,20200112,tvN,21,224017,사랑의불시착,8회,미니시리즈,"현빈,손예진,서지혜",6.432621428571428,8.415945714285714,로맨스,
35,20200113,SBS,21,220808,낭만닥터김사부2,3회,미니시리즈,"한석규,안효섭,이성경",6.259861428571429,9.248760432900433,의학,
36,20200113,SBS,22,224252,낭만닥터김사부2,3회,미니시리즈,"한석규,안효섭,이성경",8.911037857142857,9.248760432900433,의학,
37,20200113,JTBC,21,223521,검사내전,7회,미니시리즈,"이선균,정려원,이성재",1.5161342857142857,1.5268005357142858,법정,추리
38,20200113,tvN,21,224818,블랙독,9회,미니시리즈,"서현진,라미란,하준",2.04441,1.8721575000000001,휴먼,
39,20200114,SBS,21,221113,낭만닥터김사부2,4회,미니시리즈,"한석규,안효섭,이성경",7.87393357142857,9.248760432900433,의학,
40,20200114,SBS,22,224552,낭만닥터김사부2,4회,미니시리즈,"한석규,안효섭,이성경",9.787325,9.248760432900433,의학,
41,20200114,JTBC,21,224214,검사내전,8회,미니시리즈,"이선균,정려원,이성재",1.5120164285714286,1.5268005357142858,법정,추리
42,20200114,tvN,21,225011,블랙독,10회,미니시리즈,"서현진,라미란,하준",1.662250714285714,1.8721575000000001,휴먼,
43,20200115,KBS2,22,223158,99억의여자,25회,미니시리즈,"조여정,김강우,정웅인",4.176639285714286,3.675295044642857,범죄,액션
44,20200115,KBS2,22,230652,99억의여자,26회,미니시리즈,"조여정,김강우,정웅인",4.577178571428571,3.675295044642857,범죄,액션
45,20200115,MBC,21,220021,하자있는인간들,30회,미니시리즈,"오연서,안재현,김슬기",1.4264664285714286,1.2737275,로맨스,
46,20200116,KBS2,22,223144,99억의여자,27회,미니시리즈,"조여정,김강우,정웅인",2.75401,3.675295044642857,범죄,액션
47,20200116,KBS2,22,230527,99억의여자,28회,미니시리즈,"조여정,김강우,정웅인",3.35125,3.675295044642857,범죄,액션
48,20200116,MBC,21,215959,하자있는인간들,32회,미니시리즈,"오연서,안재현,김슬기",1.2923521428571427,1.2737275,로맨스,
49,20200116,OCN,22,240218,트랩,1회,미니시리즈,"이서진,성동일,임화영",0.1863614285714285,0.1863614285714285,액션,추리
50,20200117,SBS,22,222224,스토브리그,10회,미니시리즈,"남궁민,박은빈,오정세",6.203382857142857,7.027899216589862,스포츠,
51,20200117,SBS,22,224316,스토브리그,10회,미니시리즈,"남궁민,박은빈,오정세",7.878640714285713,7.027899216589862,스포츠,
52,20200117,SBS,22,230456,스토브리그,10회,미니시리즈,"남궁민,박은빈,오정세",8.69298642857143,7.027899216589862,스포츠,
53,20200118,SBS,22,222321,스토브리그,11회,미니시리즈,"남궁민,박은빈,오정세",5.564835,7.027899216589862,스포츠,
54,20200118,SBS,22,224526,스토브리그,11회,미니시리즈,"남궁민,박은빈,오정세",6.552492142857145,7.027899216589862,스포츠,
55,20200118,SBS,22,230710,스토브리그,11회,미니시리즈,"남궁민,박은빈,오정세",8.602050000000002,7.027899216589862,스포츠,
56,20200118,tvN,21,223955,사랑의불시착,9회,미니시리즈,"현빈,손예진,서지혜",6.929779285714285,8.415945714285714,로맨스,
57,20200119,tvN,21,223801,사랑의불시착,10회,미니시리즈,"현빈,손예진,서지혜",9.203714285714286,8.415945714285714,로맨스,
58,20200120,SBS,21,221606,낭만닥터김사부2,5회,미니시리즈,"한석규,안효섭,이성경",7.457692857142858,9.248760432900433,의학,
59,20200120,SBS,22,224906,낭만닥터김사부2,5회,미니시리즈,"한석규,안효섭,이성경",9.418402142857142,9.248760432900433,의학,
60,20200120,JTBC,21,224111,검사내전,9회,미니시리즈,"이선균,정려원,이성재",1.278187857142857,1.5268005357142858,법정,추리
61,20200120,tvN,21,224827,블랙독,11회,미니시리즈,"서현진,라미란,하준",1.8421535714285715,1.8721575000000001,휴먼,
62,20200121,SBS,21,221722,낭만닥터김사부2,6회,미니시리즈,"한석규,안효섭,이성경",7.953050714285714,9.248760432900433,의학,
63,20200121,SBS,22,225034,낭만닥터김사부2,6회,미니시리즈,"한석규,안효섭,이성경",9.926347857142858,9.248760432900433,의학,
64,20200121,JTBC,21,223902,검사내전,10회,미니시리즈,"이선균,정려원,이성재",1.323078571428571,1.5268005357142858,법정,추리
65,20200121,tvN,21,225009,블랙독,12회,미니시리즈,"서현진,라미란,하준",2.012535,1.8721575000000001,휴먼,
66,20200122,KBS2,22,222945,99억의여자,29회,미니시리즈,"조여정,김강우,정웅인",3.129055,3.675295044642857,범죄,액션
67,20200122,KBS2,22,230817,99억의여자,30회,미니시리즈,"조여정,김강우,정웅인",3.814272857142857,3.675295044642857,범죄,액션
68,20200122,MBC,21,215959,더게임0시를향하여,2회,미니시리즈,"옥택연,이연희,임주환",1.7686907142857144,1.9752768303571429,미스터리,범죄
69,20200122,tvN,22,241930,사랑의불시착,9회,미니시리즈,"현빈,손예진,서지혜",1.0916885714285711,8.415945714285714,로맨스,
70,20200123,KBS2,22,223125,99억의여자,31회,미니시리즈,"조여정,김강우,정웅인",2.937325714285714,3.675295044642857,범죄,액션
71,20200123,KBS2,22,230601,99억의여자,32회,미니시리즈,"조여정,김강우,정웅인",3.564133571428572,3.675295044642857,범죄,액션
72,20200123,MBC,21,220040,더게임0시를향하여,4회,미니시리즈,"옥택연,이연희,임주환",1.7778957142857144,1.9752768303571429,미스터리,범죄
73,20200127,SBS,21,221257,낭만닥터김사부2,7회,미니시리즈,"한석규,안효섭,이성경",6.887628571428572,9.248760432900433,의학,
74,20200127,SBS,22,224906,낭만닥터김사부2,7회,미니시리즈,"한석규,안효섭,이성경",9.512322142857142,9.248760432900433,의학,
75,20200127,JTBC,21,223224,검사내전,11회,미니시리즈,"이선균,정려원,이성재",1.1625150000000002,1.5268005357142858,법정,추리
76,20200127,tvN,21,224625,블랙독,13회,미니시리즈,"서현진,라미란,하준",2.0430957142857147,1.8721575000000001,휴먼,
77,20200128,SBS,21,221717,낭만닥터김사부2,8회,미니시리즈,"한석규,안효섭,이성경",8.288941428571428,9.248760432900433,의학,
78,20200128,SBS,22,225429,낭만닥터김사부2,8회,미니시리즈,"한석규,안효섭,이성경",10.323736428571433,9.248760432900433,의학,
79,20200128,JTBC,21,224053,검사내전,12회,미니시리즈,"이선균,정려원,이성재",1.6406842857142858,1.5268005357142858,법정,추리
80,20200128,tvN,21,224329,블랙독,14회,미니시리즈,"서현진,라미란,하준",1.6167242857142858,1.8721575000000001,휴먼,
81,20200129,MBC,21,220027,더게임0시를향하여,6회,미니시리즈,"옥택연,이연희,임주환",1.9941150000000003,1.9752768303571429,미스터리,범죄
82,20200130,MBC,21,220121,더게임0시를향하여,8회,미니시리즈,"옥택연,이연희,임주환",2.6040071428571427,1.9752768303571429,미스터리,범죄
83,20200131,SBS,22,222128,스토브리그,12회,미니시리즈,"남궁민,박은빈,오정세",6.916883571428572,7.027899216589862,스포츠,
84,20200131,SBS,22,224002,스토브리그,12회,미니시리즈,"남궁민,박은빈,오정세",7.990763571428571,7.027899216589862,스포츠,
85,20200131,SBS,22,230325,스토브리그,12회,미니시리즈,"남궁민,박은빈,오정세",8.827580714285714,7.027899216589862,스포츠,
86,20200201,SBS,22,221853,스토브리그,13회,미니시리즈,"남궁민,박은빈,오정세",5.280482857142857,7.027899216589862,스포츠,
87,20200201,SBS,22,224129,스토브리그,13회,미니시리즈,"남궁민,박은빈,오정세",6.416446428571429,7.027899216589862,스포츠,
88,20200201,SBS,22,230623,스토브리그,13회,미니시리즈,"남궁민,박은빈,오정세",8.880215714285715,7.027899216589862,스포츠,
89,20200201,tvN,21,223858,사랑의불시착,11회,미니시리즈,"현빈,손예진,서지혜",8.684947142857142,8.415945714285714,로맨스,
90,20200201,OCN,22,240438,본대로말하라,1회,미니시리즈,"장혁,최수영,진서연",0.8228892857142859,0.9457392142857143,추리,수사
91,20200202,tvN,21,224953,사랑의불시착,12회,미니시리즈,"현빈,손예진,서지혜",10.90056,8.415945714285714,로맨스,
92,20200202,OCN,21,224856,본대로말하라,1회,미니시리즈,"장혁,최수영,진서연",0.4254385714285714,0.9457392142857143,추리,수사
93,20200202,OCN,22,240124,본대로말하라,2회,미니시리즈,"장혁,최수영,진서연",1.5121778571428572,0.9457392142857143,추리,수사
94,20200203,SBS,21,221315,낭만닥터김사부2,9회,미니시리즈,"한석규,안효섭,이성경",7.709137857142857,9.248760432900433,의학,
95,20200203,SBS,22,224820,낭만닥터김사부2,9회,미니시리즈,"한석규,안효섭,이성경",9.604202142857144,9.248760432900433,의학,
96,20200203,JTBC,21,223742,검사내전,13회,미니시리즈,"이선균,정려원,이성재",1.4985178571428577,1.5268005357142858,법정,추리
97,20200203,JTBC,22,240505,이태원클라쓰,1회,미니시리즈,"박서준,김다미,유재명",0.8825700000000002,0.6362641964285715,로맨스,청춘
98,20200203,tvN,21,224826,블랙독,15회,미니시리즈,"서현진,라미란,하준",1.8089142857142857,1.8721575000000001,휴먼,
99,20200204,SBS,21,221442,낭만닥터김사부2,10회,미니시리즈,"한석규,안효섭,이성경",8.421358571428572,9.248760432900433,의학,
100,20200204,SBS,22,224912,낭만닥터김사부2,10회,미니시리즈,"한석규,안효섭,이성경",9.834665714285714,9.248760432900433,의학,
101,20200204,JTBC,21,223922,검사내전,14회,미니시리즈,"이선균,정려원,이성재",1.4227035714285712,1.5268005357142858,법정,추리
102,20200204,tvN,21,224947,블랙독,16회,미니시리즈,"서현진,라미란,하준",1.9646164285714285,1.8721575000000001,휴먼,
103,20200205,MBC,21,220042,더게임0시를향하여,10회,미니시리즈,"옥택연,이연희,임주환",2.269892857142857,1.9752768303571429,미스터리,범죄
104,20200206,MBC,21,220127,더게임0시를향하여,12회,미니시리즈,"옥택연,이연희,임주환",1.9299085714285715,1.9752768303571429,미스터리,범죄
105,20200207,SBS,22,221955,스토브리그,14회,미니시리즈,"남궁민,박은빈,오정세",6.781062857142857,7.027899216589862,스포츠,
106,20200207,SBS,22,224317,스토브리그,14회,미니시리즈,"남궁민,박은빈,오정세",7.834969285714285,7.027899216589862,스포츠,
107,20200207,SBS,22,230501,스토브리그,14회,미니시리즈,"남궁민,박은빈,오정세",8.551013571428573,7.027899216589862,스포츠,
108,20200208,SBS,22,222309,스토브리그,15회,미니시리즈,"남궁민,박은빈,오정세",5.92291857142857,7.027899216589862,스포츠,
109,20200208,SBS,22,224221,스토브리그,15회,미니시리즈,"남궁민,박은빈,오정세",7.439530714285714,7.027899216589862,스포츠,
110,20200208,SBS,22,230705,스토브리그,15회,미니시리즈,"남궁민,박은빈,오정세",9.419593571428573,7.027899216589862,스포츠,
111,20200208,tvN,21,223626,사랑의불시착,13회,미니시리즈,"현빈,손예진,서지혜",8.939942857142857,8.415945714285714,로맨스,
112,20200208,OCN,22,240143,본대로말하라,3회,미니시리즈,"장혁,최수영,진서연",0.5384464285714287,0.9457392142857143,추리,수사
113,20200209,tvN,21,224514,사랑의불시착,14회,미니시리즈,"현빈,손예진,서지혜",11.607539999999998,8.415945714285714,로맨스,
114,20200209,OCN,21,225006,본대로말하라,3회,미니시리즈,"장혁,최수영,진서연",0.4074292857142857,0.9457392142857143,추리,수사
115,20200209,OCN,22,240131,본대로말하라,4회,미니시리즈,"장혁,최수영,진서연",1.6526721428571431,0.9457392142857143,추리,수사
116,20200210,SBS,21,221850,낭만닥터김사부2,11회,미니시리즈,"한석규,안효섭,이성경",9.168110714285715,9.248760432900433,의학,
117,20200210,SBS,22,225209,낭만닥터김사부2,11회,미니시리즈,"한석규,안효섭,이성경",10.326581428571428,9.248760432900433,의학,
118,20200210,JTBC,21,223858,검사내전,15회,미니시리즈,"이선균,정려원,이성재",1.6579057142857143,1.5268005357142858,법정,추리
119,20200210,tvN,21,224434,방법,1회,미니시리즈,"엄지원,정지소,성동일",1.5694878571428572,2.0348107653061223,미스터리,판타지
120,20200211,SBS,21,221540,낭만닥터김사부2,12회,미니시리즈,"한석규,안효섭,이성경",8.935069285714286,9.248760432900433,의학,
121,20200211,SBS,22,225206,낭만닥터김사부2,12회,미니시리즈,"한석규,안효섭,이성경",10.417791428571428,9.248760432900433,의학,
122,20200211,JTBC,21,224556,검사내전,16회,미니시리즈,"이선균,정려원,이성재",2.106568571428571,1.5268005357142858,법정,추리
123,20200211,tvN,21,224046,방법,2회,미니시리즈,"엄지원,정지소,성동일",1.4094178571428573,2.0348107653061223,미스터리,판타지
124,20200212,MBC,21,220117,더게임0시를향하여,14회,미니시리즈,"옥택연,이연희,임주환",1.8815992857142856,1.9752768303571429,미스터리,범죄
125,20200213,MBC,21,220054,더게임0시를향하여,16회,미니시리즈,"옥택연,이연희,임주환",1.6672742857142857,1.9752768303571429,미스터리,범죄
126,20200213,JTBC,22,235501,이태원클라쓰,4회,미니시리즈,"박서준,김다미,유재명",0.605785,0.6362641964285715,로맨스,청춘
127,20200214,SBS,22,222201,스토브리그,16회,미니시리즈,"남궁민,박은빈,오정세",7.246112857142857,7.027899216589862,스포츠,
128,20200214,SBS,22,224306,스토브리그,16회,미니시리즈,"남궁민,박은빈,오정세",8.260931428571428,7.027899216589862,스포츠,
129,20200214,SBS,22,230724,스토브리그,16회,미니시리즈,"남궁민,박은빈,오정세",9.170494285714286,7.027899216589862,스포츠,
130,20200215,SBS,22,223851,스토브리그,,미니시리즈,"남궁민,박은빈,오정세",2.2736807142857143,7.027899216589862,스포츠,
131,20200215,SBS,22,230410,스토브리그,,미니시리즈,"남궁민,박은빈,오정세",3.637045,7.027899216589862,스포츠,
132,20200215,tvN,21,223720,사랑의불시착,15회,미니시리즈,"현빈,손예진,서지혜",9.909238571428572,8.415945714285714,로맨스,
133,20200215,OCN,21,224645,본대로말하라,4회,미니시리즈,"장혁,최수영,진서연",0.4293249999999999,0.9457392142857143,추리,수사
134,20200215,OCN,22,240023,본대로말하라,5회,미니시리즈,"장혁,최수영,진서연",1.0301157142857142,0.9457392142857143,추리,수사
135,20200216,tvN,21,230527,사랑의불시착,16회,미니시리즈,"현빈,손예진,서지혜",12.928459285714284,8.415945714285714,로맨스,
136,20200216,OCN,21,224702,본대로말하라,5회,미니시리즈,"장혁,최수영,진서연",0.43877,0.9457392142857143,추리,수사
137,20200216,OCN,22,240031,본대로말하라,6회,미니시리즈,"장혁,최수영,진서연",1.797337142857143,0.9457392142857143,추리,수사
138,20200217,SBS,21,221844,낭만닥터김사부2,13회,미니시리즈,"한석규,안효섭,이성경",8.740004285714283,9.248760432900433,의학,
139,20200217,SBS,22,225621,낭만닥터김사부2,13회,미니시리즈,"한석규,안효섭,이성경",10.141367857142855,9.248760432900433,의학,
140,20200217,JTBC,21,224143,안녕드라큘라,1회,미니시리즈,"서현,이지현,이주빈",0.7823792857142857,0.6112996428571429,휴먼,
141,20200217,tvN,21,224656,방법,3회,미니시리즈,"엄지원,정지소,성동일",1.972675714285714,2.0348107653061223,미스터리,판타지
142,20200218,SBS,21,221303,낭만닥터김사부2,14회,미니시리즈,"한석규,안효섭,이성경",9.005645,9.248760432900433,의학,
143,20200218,SBS,22,225624,낭만닥터김사부2,14회,미니시리즈,"한석규,안효섭,이성경",10.8939,9.248760432900433,의학,
144,20200218,JTBC,21,224239,안녕드라큘라,2회,미니시리즈,"서현,이지현,이주빈",0.44022,0.6112996428571429,휴먼,
145,20200218,tvN,21,224212,방법,4회,미니시리즈,"엄지원,정지소,성동일",1.984158571428571,2.0348107653061223,미스터리,판타지
146,20200219,MBC,21,220025,더게임0시를향하여,18회,미니시리즈,"옥택연,이연희,임주환",1.5436964285714283,1.9752768303571429,미스터리,범죄
147,20200220,MBC,21,220110,더게임0시를향하여,20회,미니시리즈,"옥택연,이연희,임주환",1.7640892857142856,1.9752768303571429,미스터리,범죄
148,20200220,JTBC,22,235905,이태원클라쓰,6회,미니시리즈,"박서준,김다미,유재명",0.6213485714285715,0.6362641964285715,로맨스,청춘
149,20200220,tvN,22,235727,방법,3회,미니시리즈,"엄지원,정지소,성동일",0.3952578571428571,2.0348107653061223,미스터리,판타지
150,20200222,tvN,21,222616,하이바이마마,1회,미니시리즈,"김태희,이규형,고보결",3.7028499999999993,4.0015753125,휴먼,
151,20200222,OCN,21,225239,본대로말하라,6회,미니시리즈,"장혁,최수영,진서연",0.3562378571428571,0.9457392142857143,추리,수사
152,20200222,OCN,22,240124,본대로말하라,7회,미니시리즈,"장혁,최수영,진서연",0.8736949999999999,0.9457392142857143,추리,수사
153,20200223,tvN,21,222316,하이바이마마,2회,미니시리즈,"김태희,이규형,고보결",4.5696507142857135,4.0015753125,휴먼,
154,20200223,OCN,21,224844,본대로말하라,7회,미니시리즈,"장혁,최수영,진서연",0.7708521428571428,0.9457392142857143,추리,수사
155,20200223,OCN,22,240621,본대로말하라,8회,미니시리즈,"장혁,최수영,진서연",1.8515714285714284,0.9457392142857143,추리,수사
156,20200224,SBS,21,222048,낭만닥터김사부2,15회,미니시리즈,"한석규,안효섭,이성경",10.337117142857142,9.248760432900433,의학,
157,20200224,SBS,22,225715,낭만닥터김사부2,15회,미니시리즈,"한석규,안효섭,이성경",12.44482714285714,9.248760432900433,의학,
158,20200224,JTBC,21,223504,날씨가좋으면찾아가겠어요,1회,미니시리즈,"박민영,서강준,문정희",1.0489471428571429,1.03268,로맨스,
159,20200224,tvN,21,223748,방법,5회,미니시리즈,"엄지원,정지소,성동일",1.7926814285714283,2.0348107653061223,미스터리,판타지
160,20200225,SBS,21,221151,낭만닥터김사부2,16회,미니시리즈,"한석규,안효섭,이성경",11.344113571428574,9.248760432900433,의학,
161,20200225,SBS,22,223832,낭만닥터김사부2,16회,미니시리즈,"한석규,안효섭,이성경",12.533765,9.248760432900433,의학,
162,20200225,SBS,22,231328,낭만닥터김사부2,16회,미니시리즈,"한석규,안효섭,이성경",13.384322857142855,9.248760432900433,의학,
163,20200225,JTBC,21,223915,날씨가좋으면찾아가겠어요,2회,미니시리즈,"박민영,서강준,문정희",0.8692071428571427,1.03268,로맨스,
164,20200225,tvN,21,224348,방법,6회,미니시리즈,"엄지원,정지소,성동일",1.7702414285714287,2.0348107653061223,미스터리,판타지
165,20200226,MBC,21,220133,더게임0시를향하여,22회,미니시리즈,"옥택연,이연희,임주환",2.167835,1.9752768303571429,미스터리,범죄
166,20200227,MBC,21,220233,더게임0시를향하여,24회,미니시리즈,"옥택연,이연희,임주환",1.8603928571428572,1.9752768303571429,미스터리,범죄
167,20200227,JTBC,22,235852,이태원클라쓰,8회,미니시리즈,"박서준,김다미,유재명",0.9075771428571427,0.6362641964285715,로맨스,청춘
168,20200229,tvN,21,222112,하이바이마마,3회,미니시리즈,"김태희,이규형,고보결",4.019688571428572,4.0015753125,휴먼,
169,20200229,OCN,21,224701,본대로말하라,8회,미니시리즈,"장혁,최수영,진서연",0.2776671428571428,0.9457392142857143,추리,수사
170,20200229,OCN,22,240101,본대로말하라,9회,미니시리즈,"장혁,최수영,진서연",0.8311321428571429,0.9457392142857143,추리,수사
171,20200301,tvN,21,222522,하이바이마마,4회,미니시리즈,"김태희,이규형,고보결",4.066492142857142,4.0015753125,휴먼,
172,20200301,OCN,21,225115,본대로말하라,9회,미니시리즈,"장혁,최수영,진서연",0.5152821428571429,0.9457392142857143,추리,수사
173,20200301,OCN,22,240552,본대로말하라,10회,미니시리즈,"장혁,최수영,진서연",1.608997857142857,0.9457392142857143,추리,수사
174,20200302,JTBC,21,223803,날씨가좋으면찾아가겠어요,3회,미니시리즈,"박민영,서강준,문정희",1.0919285714285714,1.03268,로맨스,
175,20200302,tvN,21,223607,방법,7회,미니시리즈,"엄지원,정지소,성동일",2.0188007142857143,2.0348107653061223,미스터리,판타지
176,20200303,JTBC,21,223644,날씨가좋으면찾아가겠어요,4회,미니시리즈,"박민영,서강준,문정희",1.0331928571428572,1.03268,로맨스,
177,20200303,tvN,21,223750,방법,8회,미니시리즈,"엄지원,정지소,성동일",2.9310635714285715,2.0348107653061223,미스터리,판타지
178,20200304,MBC,21,220129,더게임0시를향하여,26회,미니시리즈,"옥택연,이연희,임주환",2.1057792857142856,1.9752768303571429,미스터리,범죄
179,20200304,tvN,22,235951,방법,7회,미니시리즈,"엄지원,정지소,성동일",0.6232342857142857,2.0348107653061223,미스터리,판타지
180,20200305,MBC,21,220203,더게임0시를향하여,28회,미니시리즈,"옥택연,이연희,임주환",1.897033571428572,1.9752768303571429,미스터리,범죄
181,20200305,JTBC,22,240210,이태원클라쓰,10회,미니시리즈,"박서준,김다미,유재명",0.566925,0.6362641964285715,로맨스,청춘
182,20200307,tvN,21,221639,하이바이마마,5회,미니시리즈,"김태희,이규형,고보결",4.17582857142857,4.0015753125,휴먼,
183,20200307,OCN,21,224731,본대로말하라,10회,미니시리즈,"장혁,최수영,진서연",0.3551307142857142,0.9457392142857143,추리,수사
184,20200307,OCN,22,240154,본대로말하라,11회,미니시리즈,"장혁,최수영,진서연",1.0344807142857144,0.9457392142857143,추리,수사
185,20200308,tvN,21,222157,하이바이마마,6회,미니시리즈,"김태희,이규형,고보결",4.504157857142856,4.0015753125,휴먼,
186,20200308,OCN,21,224545,본대로말하라,11회,미니시리즈,"장혁,최수영,진서연",0.6975,0.9457392142857143,추리,수사
187,20200308,OCN,22,240537,본대로말하라,12회,미니시리즈,"장혁,최수영,진서연",2.0189942857142857,0.9457392142857143,추리,수사
188,20200309,tvN,21,223546,방법,9회,미니시리즈,"엄지원,정지소,성동일",2.724497857142857,2.0348107653061223,미스터리,판타지
189,20200310,tvN,21,224156,방법,10회,미니시리즈,"엄지원,정지소,성동일",3.0051550000000007,2.0348107653061223,미스터리,판타지
190,20200311,MBC,21,220021,더게임0시를향하여,30회,미니시리즈,"옥택연,이연희,임주환",2.1675714285714283,1.9752768303571429,미스터리,범죄
191,20200311,tvN,22,235431,메모리스트,1회,미니시리즈,"유승호,이세영,조성하",1.9067378571428573,1.6409689285714286,판타지,추리
192,20200312,MBC,21,220220,더게임0시를향하여,32회,미니시리즈,"옥택연,이연희,임주환",2.204647857142857,1.9752768303571429,미스터리,범죄
193,20200312,JTBC,22,240115,이태원클라쓰,12회,미니시리즈,"박서준,김다미,유재명",0.4666221428571428,0.6362641964285715,로맨스,청춘
194,20200312,tvN,22,234352,메모리스트,2회,미니시리즈,"유승호,이세영,조성하",1.6578585714285714,1.6409689285714286,판타지,추리
195,20200314,tvN,21,221841,하이바이마마,7회,미니시리즈,"김태희,이규형,고보결",4.028376428571428,4.0015753125,휴먼,
196,20200314,OCN,21,224717,본대로말하라,12회,미니시리즈,"장혁,최수영,진서연",0.3334035714285714,0.9457392142857143,추리,수사
197,20200314,OCN,22,240041,본대로말하라,13회,미니시리즈,"장혁,최수영,진서연",0.8331614285714287,0.9457392142857143,추리,수사
198,20200315,tvN,21,222435,하이바이마마,8회,미니시리즈,"김태희,이규형,고보결",4.351091428571428,4.0015753125,휴먼,
199,20200315,OCN,21,224657,본대로말하라,13회,미니시리즈,"장혁,최수영,진서연",0.5962714285714286,0.9457392142857143,추리,수사
