방송일자,채널명,프로그램시작시간,프로그램종료시간,프로그램명,방송회차명,프로그램장르소분류명,출연진내용,총시청률
20201020,tvN,21,221903,청춘기록,14회,미니시리즈,"박보검,박소담,변우석",3.697596428571429
20201020,OCN,22,230656,써치,1회,미니시리즈,"장동윤,정수정,문정희",0.25655
20201021,KBS2,21,220247,도도솔솔라라솔,5회,미니시리즈,"고아라,이재욱,김주헌",1.0632557142857142
20201021,KBS2,22,223517,도도솔솔라라솔,5회,미니시리즈,"고아라,이재욱,김주헌",1.108712142857143
20201021,MBC,21,215350,나를사랑한스파이,1회,미니시리즈,"문정혁,유인나,임주환",2.263515
20201021,MBC,21,223459,나를사랑한스파이,1회,미니시리즈,"문정혁,유인나,임주환",2.5302599999999997
20201021,JTBC,21,224209,사생활,5회,미니시리즈,"서현,고경표,김효진",1.0808328571428572
20201021,tvN,22,234645,구미호뎐,5회,미니시리즈,"이동욱,조보아,김범",3.353396428571428
20201022,KBS2,21,220304,도도솔솔라라솔,6회,미니시리즈,"고아라,이재욱,김주헌",1.1316535714285714
20201022,KBS2,22,223504,도도솔솔라라솔,6회,미니시리즈,"고아라,이재욱,김주헌",1.5179378571428568
20201022,MBC,21,215806,나를사랑한스파이,2회,미니시리즈,"문정혁,유인나,임주환",2.1873735714285716
20201022,MBC,21,223352,나를사랑한스파이,2회,미니시리즈,"문정혁,유인나,임주환",2.0989571428571425
20201022,JTBC,21,224223,사생활,6회,미니시리즈,"서현,고경표,김효진",1.072605
20201022,tvN,22,234636,구미호뎐,6회,미니시리즈,"이동욱,조보아,김범",3.852673571428572
20201023,SBS,22,224027,앨리스,15회,미니시리즈,"김희선,주원,김희선",2.7607250000000003
20201023,SBS,22,231522,앨리스,15회,미니시리즈,"김희선,주원,김희선",3.164701428571429
20201024,SBS,22,223817,앨리스,16회,미니시리즈,"김희선,주원,김희선",3.0884692857142855
20201024,SBS,22,230629,앨리스,16회,미니시리즈,"김희선,주원,김희선",4.370677142857143
20201024,tvN,21,214447,스타트업,3회,미니시리즈,"배수지,남주혁,김선호",2.7054771428571422
20201024,tvN,21,223641,스타트업,3회,미니시리즈,"배수지,남주혁,김선호",2.643631428571428
20201024,OCN,21,222254,써치,2회,미니시리즈,"장동윤,정수정,문정희",0.5006435714285714
20201024,OCN,22,233952,써치,3회,미니시리즈,"장동윤,정수정,문정희",1.4217535714285714
20201025,tvN,21,214941,스타트업,4회,미니시리즈,"배수지,남주혁,김선호",2.306228571428572
20201025,tvN,21,224023,스타트업,4회,미니시리즈,"배수지,남주혁,김선호",2.7094978571428574
20201025,OCN,21,222429,써치,3회,미니시리즈,"장동윤,정수정,문정희",0.9287985714285715
20201025,OCN,22,234210,써치,4회,미니시리즈,"장동윤,정수정,문정희",2.313582857142857
20201026,KBS2,21,221013,좀비탐정,11회,미니시리즈,"최진혁,박주현,권화운",0.9608128571428571
20201026,KBS2,22,224246,좀비탐정,11회,미니시리즈,"최진혁,박주현,권화운",1.255297857142857
20201026,MBC,21,215500,카이로스,1회,미니시리즈,"신성록,이세영,안보현",1.433260714285714
20201026,MBC,21,223428,카이로스,1회,미니시리즈,"신성록,이세영,안보현",2.20385
20201026,SBS,22,225024,펜트하우스,1회,미니시리즈,"이지아,김소연,유진",2.7605735714285715
20201026,SBS,22,230825,펜트하우스,1회,미니시리즈,"이지아,김소연,유진",3.36301
20201026,JTBC,21,224426,18어게인,11회,미니시리즈,"김하늘,윤상현,이도현",1.7675292857142857
20201026,tvN,21,221824,청춘기록,15회,미니시리즈,"박보검,박소담,변우석",3.2421764285714283
20201027,KBS2,21,221102,좀비탐정,12회,미니시리즈,"최진혁,박주현,권화운",1.0752814285714287
20201027,KBS2,22,224422,좀비탐정,12회,미니시리즈,"최진혁,박주현,권화운",1.6846778571428571
20201027,MBC,21,215628,카이로스,2회,미니시리즈,"신성록,이세영,안보현",1.229525714285714
20201027,MBC,21,223111,카이로스,2회,미니시리즈,"신성록,이세영,안보현",1.6633914285714286
20201027,SBS,22,225103,펜트하우스,2회,미니시리즈,"이지아,김소연,유진",3.234694285714286
20201027,SBS,22,231701,펜트하우스,2회,미니시리즈,"이지아,김소연,유진",3.7017457142857144
20201027,JTBC,21,224616,18어게인,12회,미니시리즈,"김하늘,윤상현,이도현",1.62789
20201027,tvN,21,222337,청춘기록,16회,미니시리즈,"박보검,박소담,변우석",4.128915
20201027,OCN,21,225316,써치,3회,미니시리즈,"장동윤,정수정,문정희",0.17537785714285717
20201028,KBS2,21,220448,도도솔솔라라솔,7회,미니시리즈,"고아라,이재욱,김주헌",1.2503949999999997
20201028,KBS2,22,223535,도도솔솔라라솔,7회,미니시리즈,"고아라,이재욱,김주헌",1.1212514285714286
20201028,MBC,21,215636,나를사랑한스파이,3회,미니시리즈,"문정혁,유인나,임주환",1.2692914285714285
20201028,MBC,21,223103,나를사랑한스파이,3회,미니시리즈,"문정혁,유인나,임주환",1.6402085714285717
20201028,JTBC,21,224151,사생활,7회,미니시리즈,"서현,고경표,김효진",0.88136
20201028,tvN,22,235047,구미호뎐,7회,미니시리즈,"이동욱,조보아,김범",2.7682314285714287
20201029,KBS2,21,220426,도도솔솔라라솔,8회,미니시리즈,"고아라,이재욱,김주헌",1.42045
20201029,KBS2,22,223811,도도솔솔라라솔,8회,미니시리즈,"고아라,이재욱,김주헌",1.48949
20201029,MBC,21,215833,나를사랑한스파이,4회,미니시리즈,"문정혁,유인나,임주환",1.3481192857142859
20201029,MBC,22,223414,나를사랑한스파이,4회,미니시리즈,"문정혁,유인나,임주환",1.5053842857142856
20201029,JTBC,21,224457,사생활,8회,미니시리즈,"서현,고경표,김효진",0.8615385714285714
20201029,tvN,22,235005,구미호뎐,8회,미니시리즈,"이동욱,조보아,김범",2.6848485714285713
20201030,SBS,22,223203,날아라개천용,1회,미니시리즈,"권상우,배성우,김주현",2.1708942857142857
20201030,SBS,22,230515,날아라개천용,1회,미니시리즈,"권상우,배성우,김주현",2.2963621428571424
20201031,SBS,22,223352,날아라개천용,2회,미니시리즈,"권상우,배성우,김주현",1.5856171428571433
20201031,SBS,22,230650,날아라개천용,2회,미니시리즈,"권상우,배성우,김주현",2.6957492857142857
20201031,tvN,21,214704,스타트업,5회,미니시리즈,"배수지,남주혁,김선호",2.2848792857142857
20201031,tvN,21,223628,스타트업,5회,미니시리즈,"배수지,남주혁,김선호",2.8361692857142855
20201031,OCN,21,222129,써치,4회,미니시리즈,"장동윤,정수정,문정희",0.3620507142857144
20201031,OCN,22,234012,써치,5회,미니시리즈,"장동윤,정수정,문정희",2.1116464285714285
20201101,tvN,21,214905,스타트업,6회,미니시리즈,"배수지,남주혁,김선호",2.1298614285714286
20201101,tvN,21,224156,스타트업,6회,미니시리즈,"배수지,남주혁,김선호",2.42207
20201102,MBC,21,215458,카이로스,3회,미니시리즈,"신성록,이세영,안보현",1.7807328571428571
20201102,MBC,21,222733,카이로스,3회,미니시리즈,"신성록,이세영,안보현",2.1052778571428576
20201102,SBS,21,222834,펜트하우스,3회,미니시리즈,"이지아,김소연,유진",3.083518571428571
20201102,SBS,22,230424,펜트하우스,3회,미니시리즈,"이지아,김소연,유진",4.566762142857143
20201102,JTBC,21,224516,18어게인,13회,미니시리즈,"김하늘,윤상현,이도현",1.5699914285714287
20201102,tvN,21,221117,산후조리원,1회,미니시리즈,"엄지원,박하선,장혜진",2.675982142857143
20201103,MBC,21,215433,카이로스,4회,미니시리즈,"신성록,이세영,안보현",1.0668199999999999
20201103,MBC,21,222706,카이로스,4회,미니시리즈,"신성록,이세영,안보현",1.3988828571428573
20201103,SBS,22,224008,펜트하우스,4회,미니시리즈,"이지아,김소연,유진",4.041017857142857
20201103,SBS,22,231314,펜트하우스,4회,미니시리즈,"이지아,김소연,유진",5.28926
20201103,JTBC,21,224031,18어게인,14회,미니시리즈,"김하늘,윤상현,이도현",2.181527857142857
20201103,tvN,21,221441,산후조리원,2회,미니시리즈,"엄지원,박하선,장혜진",2.570402142857143
20201104,KBS2,21,220608,도도솔솔라라솔,9회,미니시리즈,"고아라,이재욱,김주헌",0.9841935714285713
20201104,KBS2,22,223924,도도솔솔라라솔,9회,미니시리즈,"고아라,이재욱,김주헌",1.300577142857143
20201104,JTBC,21,224900,사생활,9회,미니시리즈,"서현,고경표,김효진",0.8109342857142856
20201104,tvN,22,234929,구미호뎐,9회,미니시리즈,"이동욱,조보아,김범",2.8382
20201105,KBS2,22,230437,도도솔솔라라솔,10회,미니시리즈,"고아라,이재욱,김주헌",0.8764835714285714
20201105,MBC,21,220104,나를사랑한스파이,5회,미니시리즈,"문정혁,유인나,임주환",1.598995
20201105,MBC,22,223458,나를사랑한스파이,5회,미니시리즈,"문정혁,유인나,임주환",1.4926428571428567
20201105,JTBC,21,223734,사생활,10회,미니시리즈,"서현,고경표,김효진",0.8789335714285713
20201105,tvN,22,234709,구미호뎐,10회,미니시리즈,"이동욱,조보아,김범",2.7739207142857145
20201106,SBS,22,223623,날아라개천용,3회,미니시리즈,"권상우,배성우,김주현",1.9244221428571429
20201106,SBS,22,230822,날아라개천용,3회,미니시리즈,"권상우,배성우,김주현",2.679017857142857
20201107,SBS,22,223448,날아라개천용,4회,미니시리즈,"권상우,배성우,김주현",2.2973778571428567
20201107,SBS,22,230518,날아라개천용,4회,미니시리즈,"권상우,배성우,김주현",3.280990714285714
20201107,tvN,21,214201,스타트업,7회,미니시리즈,"배수지,남주혁,김선호",2.0148742857142854
20201107,tvN,21,223200,스타트업,7회,미니시리즈,"배수지,남주혁,김선호",2.3573114285714287
20201108,tvN,21,215407,스타트업,8회,미니시리즈,"배수지,남주혁,김선호",2.058545
20201108,tvN,21,224139,스타트업,8회,미니시리즈,"배수지,남주혁,김선호",2.167502142857143
20201109,SBS,21,223156,펜트하우스,5회,미니시리즈,"이지아,김소연,유진",4.5345892857142855
20201109,SBS,22,230444,펜트하우스,5회,미니시리즈,"이지아,김소연,유진",5.723387857142858
20201109,JTBC,21,224637,18어게인,15회,미니시리즈,"김하늘,윤상현,이도현",1.8513099999999998
20201109,tvN,21,221423,산후조리원,3회,미니시리즈,"엄지원,박하선,장혜진",1.9995635714285716
20201110,MBC,21,215542,카이로스,5회,미니시리즈,"신성록,이세영,안보현",1.1349485714285714
20201110,MBC,21,223132,카이로스,5회,미니시리즈,"신성록,이세영,안보현",0.881007142857143
20201110,SBS,21,223423,펜트하우스,6회,미니시리즈,"이지아,김소연,유진",4.338030714285714
20201110,SBS,22,230655,펜트하우스,6회,미니시리즈,"이지아,김소연,유진",6.053085000000001
20201110,JTBC,21,224328,18어게인,16회,미니시리즈,"김하늘,윤상현,이도현",2.02184
20201110,tvN,21,221652,산후조리원,4회,미니시리즈,"엄지원,박하선,장혜진",2.1631785714285714
20201111,KBS2,21,220738,도도솔솔라라솔,11회,미니시리즈,"고아라,이재욱,김주헌",0.8178928571428571
20201111,KBS2,22,223633,도도솔솔라라솔,11회,미니시리즈,"고아라,이재욱,김주헌",1.0230785714285715
20201111,MBC,21,215916,나를사랑한스파이,6회,미니시리즈,"문정혁,유인나,임주환",1.1779807142857144
20201111,MBC,22,223312,나를사랑한스파이,6회,미니시리즈,"문정혁,유인나,임주환",1.253075714285714
20201111,JTBC,21,223646,사생활,11회,미니시리즈,"서현,고경표,김효진",0.9436821428571428
20201111,tvN,22,234735,구미호뎐,11회,미니시리즈,"이동욱,조보아,김범",3.1570964285714282
20201112,KBS2,21,220620,도도솔솔라라솔,12회,미니시리즈,"고아라,이재욱,김주헌",1.3192535714285716
20201112,KBS2,22,223527,도도솔솔라라솔,12회,미니시리즈,"고아라,이재욱,김주헌",1.4650164285714282
20201112,MBC,21,215655,나를사랑한스파이,7회,미니시리즈,"문정혁,유인나,임주환",1.6819214285714286
20201112,MBC,21,223200,나를사랑한스파이,7회,미니시리즈,"문정혁,유인나,임주환",1.534572142857143
20201112,JTBC,21,224030,사생활,12회,미니시리즈,"서현,고경표,김효진",0.6631378571428572
20201112,tvN,22,234937,구미호뎐,12회,미니시리즈,"이동욱,조보아,김범",3.304105714285715
20201113,SBS,22,223106,날아라개천용,5회,미니시리즈,"권상우,배성우,김주현",1.6439164285714285
20201113,SBS,22,231047,날아라개천용,5회,미니시리즈,"권상우,배성우,김주현",2.1730807142857147
20201114,tvN,21,214002,스타트업,9회,미니시리즈,"배수지,남주혁,김선호",2.5622585714285715
20201114,tvN,21,223450,스타트업,9회,미니시리즈,"배수지,남주혁,김선호",2.8799449999999998
20201115,tvN,21,215315,스타트업,10회,미니시리즈,"배수지,남주혁,김선호",2.298984285714286
20201115,tvN,21,224422,스타트업,10회,미니시리즈,"배수지,남주혁,김선호",2.6063185714285715
20201116,MBC,21,215422,카이로스,6회,미니시리즈,"신성록,이세영,안보현",1.1131257142857145
20201116,MBC,21,223116,카이로스,6회,미니시리즈,"신성록,이세영,안보현",1.0862264285714285
20201116,MBC,22,231400,제발그남자만나지마요,1회,미니시리즈,"송하윤,윤보미,공민정",0.7063771428571428
20201116,SBS,21,222937,펜트하우스,7회,미니시리즈,"이지아,김소연,유진",5.304837142857143
20201116,SBS,22,230513,펜트하우스,7회,미니시리즈,"이지아,김소연,유진",6.91838142857143
20201116,tvN,21,221238,산후조리원,5회,미니시리즈,"엄지원,박하선,장혜진",2.059205714285714
20201117,JTBC,21,224011,라이브온,1회,미니시리즈,"황민현,정다빈,노종현",0.9533292857142855
20201118,KBS2,21,220520,도도솔솔라라솔,13회,미니시리즈,"고아라,이재욱,김주헌",1.3002800000000003
20201118,KBS2,22,223741,도도솔솔라라솔,13회,미니시리즈,"고아라,이재욱,김주헌",1.5764307142857146
20201118,JTBC,21,223847,사생활,13회,미니시리즈,"서현,고경표,김효진",0.7962364285714286
20201119,KBS2,21,220559,도도솔솔라라솔,14회,미니시리즈,"고아라,이재욱,김주헌",1.2923485714285714
20201119,KBS2,22,223900,도도솔솔라라솔,14회,미니시리즈,"고아라,이재욱,김주헌",1.5066392857142856
20201119,MBC,21,215749,나를사랑한스파이,8회,미니시리즈,"문정혁,유인나,임주환",1.1061407142857143
20201119,MBC,21,223136,나를사랑한스파이,8회,미니시리즈,"문정혁,유인나,임주환",1.1202378571428573
20201119,JTBC,21,224003,사생활,14회,미니시리즈,"서현,고경표,김효진",0.7721264285714284
20201120,SBS,22,223252,날아라개천용,6회,미니시리즈,"권상우,배성우,김주현",2.0030514285714287
20201120,SBS,22,231013,날아라개천용,6회,미니시리즈,"권상우,배성우,김주현",2.563080714285715
20201121,SBS,22,223615,날아라개천용,7회,미니시리즈,"권상우,배성우,김주현",2.0382950000000006
20201121,SBS,22,230603,날아라개천용,7회,미니시리즈,"권상우,배성우,김주현",2.8161985714285716
20201121,tvN,21,214135,스타트업,11회,미니시리즈,"배수지,남주혁,김선호",2.4904764285714287
20201121,tvN,21,223123,스타트업,11회,미니시리즈,"배수지,남주혁,김선호",2.9036535714285714
20201122,tvN,21,214925,스타트업,12회,미니시리즈,"배수지,남주혁,김선호",2.6420728571428573
20201122,tvN,21,224514,스타트업,12회,미니시리즈,"배수지,남주혁,김선호",2.8791864285714284
20201123,MBC,22,231226,제발그남자만나지마요,2회,미니시리즈,"송하윤,윤보미,공민정",0.7317428571428571
20201123,SBS,21,222807,펜트하우스,8회,미니시리즈,"이지아,김소연,유진",5.830934999999999
20201123,SBS,22,230542,펜트하우스,8회,미니시리즈,"이지아,김소연,유진",7.335351428571428
20201123,tvN,21,221421,산후조리원,7회,미니시리즈,"엄지원,박하선,장혜진",1.8675121428571428
20201124,MBC,21,215524,카이로스,7회,미니시리즈,"신성록,이세영,안보현",0.9289314285714286
20201124,MBC,21,223317,카이로스,7회,미니시리즈,"신성록,이세영,안보현",1.1469842857142856
20201124,MBC,22,231523,카이로스,8회,미니시리즈,"신성록,이세영,안보현",1.0654792857142859
20201124,SBS,21,223218,펜트하우스,9회,미니시리즈,"이지아,김소연,유진",5.88143
20201124,SBS,22,230513,펜트하우스,9회,미니시리즈,"이지아,김소연,유진",7.499688571428571
20201124,JTBC,21,224007,라이브온,2회,미니시리즈,"황민현,정다빈,노종현",0.5106207142857143
20201124,tvN,21,221259,산후조리원,8회,미니시리즈,"엄지원,박하선,장혜진",2.8171121428571433
20201125,KBS2,21,220409,도도솔솔라라솔,15회,미니시리즈,"고아라,이재욱,김주헌",1.4797464285714284
20201125,KBS2,22,223806,도도솔솔라라솔,15회,미니시리즈,"고아라,이재욱,김주헌",1.515447857142857
20201125,MBC,21,215507,나를사랑한스파이,9회,미니시리즈,"문정혁,유인나,임주환",1.256867142857143
20201125,MBC,21,223103,나를사랑한스파이,9회,미니시리즈,"문정혁,유인나,임주환",1.3946442857142858
20201125,JTBC,21,224532,사생활,15회,미니시리즈,"서현,고경표,김효진",0.6451950000000001
20201125,tvN,22,235027,구미호뎐,13회,미니시리즈,"이동욱,조보아,김범",3.449785
20201126,KBS2,21,220531,도도솔솔라라솔,16회,미니시리즈,"고아라,이재욱,김주헌",1.5237457142857145
20201126,KBS2,22,223802,도도솔솔라라솔,16회,미니시리즈,"고아라,이재욱,김주헌",1.814897142857143
20201126,MBC,21,215926,나를사랑한스파이,10회,미니시리즈,"문정혁,유인나,임주환",1.4965207142857142
20201126,MBC,22,223427,나를사랑한스파이,10회,미니시리즈,"문정혁,유인나,임주환",1.3302664285714287
20201126,JTBC,21,223738,사생활,16회,미니시리즈,"서현,고경표,김효진",0.9692371428571428
20201126,tvN,22,234730,구미호뎐,14회,미니시리즈,"이동욱,조보아,김범",3.2062114285714287
20201127,SBS,22,223116,날아라개천용,8회,미니시리즈,"권상우,배성우,김주현",2.055709285714286
20201127,SBS,22,231117,날아라개천용,8회,미니시리즈,"권상우,배성우,김주현",2.5220242857142856
20201128,SBS,22,223656,날아라개천용,9회,미니시리즈,"권상우,배성우,김주현",2.610368571428571
20201128,SBS,22,230749,날아라개천용,9회,미니시리즈,"권상우,배성우,김주현",3.255271428571429
20201128,tvN,21,213935,스타트업,13회,미니시리즈,"배수지,남주혁,김선호",2.3609935714285717
20201128,tvN,21,222727,스타트업,13회,미니시리즈,"배수지,남주혁,김선호",2.633142142857143
20201128,OCN,22,233944,경이로운소문,1회,미니시리즈,"조병규,유준상,김세정",2.0776414285714284
20201129,tvN,21,215047,스타트업,14회,미니시리즈,"배수지,남주혁,김선호",2.5208121428571424
20201129,tvN,21,224116,스타트업,14회,미니시리즈,"배수지,남주혁,김선호",3.1693635714285713
20201129,OCN,21,222224,경이로운소문,1회,미니시리즈,"조병규,유준상,김세정",0.8531107142857142
20201129,OCN,22,234040,경이로운소문,2회,미니시리즈,"조병규,유준상,김세정",2.827301428571429
20201130,MBC,21,215250,카이로스,9회,미니시리즈,"신성록,이세영,안보현",1.1562800000000002
20201130,MBC,21,223315,카이로스,9회,미니시리즈,"신성록,이세영,안보현",0.9259050000000001
20201130,MBC,22,231510,제발그남자만나지마요,3회,미니시리즈,"송하윤,윤보미,공민정",0.37241785714285713
20201130,SBS,21,223156,펜트하우스,10회,미니시리즈,"이지아,김소연,유진",6.932469285714285
20201130,SBS,22,230620,펜트하우스,10회,미니시리즈,"이지아,김소연,유진",8.985572857142857
20201130,tvN,21,221152,낮과밤,1회,미니시리즈,"남궁민,김설현,이청아",2.331010714285714
20201130,OCN,21,224149,경이로운소문,2회,미니시리즈,"조병규,유준상,김세정",1.0548435714285713
20201201,MBC,21,215646,카이로스,10회,미니시리즈,"신성록,이세영,안보현",1.5237478571428569
20201201,MBC,21,223223,카이로스,10회,미니시리즈,"신성록,이세영,안보현",1.2980542857142858
20201201,SBS,21,223318,펜트하우스,11회,미니시리즈,"이지아,김소연,유진",5.895393571428572
20201201,SBS,22,230547,펜트하우스,11회,미니시리즈,"이지아,김소연,유진",6.878901428571429
20201201,JTBC,21,224026,라이브온,3회,미니시리즈,"황민현,정다빈,노종현",0.49595714285714276
20201201,tvN,21,221732,낮과밤,2회,미니시리즈,"남궁민,김설현,이청아",2.355435
20201202,KBS2,21,220553,바람피면죽는다,1회,미니시리즈,"조여정,고준,김영대",1.6222142857142856
20201202,KBS2,22,224139,바람피면죽는다,1회,미니시리즈,"조여정,고준,김영대",1.8793835714285714
20201202,MBC,21,215244,나를사랑한스파이,11회,미니시리즈,"문정혁,유인나,임주환",1.2284921428571427
20201202,MBC,21,223200,나를사랑한스파이,11회,미니시리즈,"문정혁,유인나,임주환",1.2906664285714287
20201202,tvN,22,235310,구미호뎐,15회,미니시리즈,"이동욱,조보아,김범",2.9304564285714285
20201203,KBS2,21,220759,바람피면죽는다,2회,미니시리즈,"조여정,고준,김영대",2.191122142857143
20201203,KBS2,22,224202,바람피면죽는다,2회,미니시리즈,"조여정,고준,김영대",2.2294335714285713
20201203,MBC,21,215358,나를사랑한스파이,12회,미니시리즈,"문정혁,유인나,임주환",1.227435
20201203,MBC,21,223153,나를사랑한스파이,12회,미니시리즈,"문정혁,유인나,임주환",1.6545285714285713
20201203,tvN,22,240120,구미호뎐,16회,미니시리즈,"이동욱,조보아,김범",3.593885714285715
20201204,SBS,22,223351,날아라개천용,10회,미니시리즈,"권상우,김주현,정웅인",2.041902142857143
20201204,SBS,22,231134,날아라개천용,10회,미니시리즈,"권상우,김주현,정웅인",2.626289285714286
20201205,SBS,22,223637,날아라개천용,11회,미니시리즈,"권상우,김주현,정웅인",2.0362564285714284
20201205,SBS,22,230703,날아라개천용,11회,미니시리즈,"권상우,김주현,정웅인",2.7001307142857143
20201205,tvN,21,214130,스타트업,15회,미니시리즈,"배수지,남주혁,김선호",2.2547657142857145
20201205,tvN,21,223232,스타트업,15회,미니시리즈,"배수지,남주혁,김선호",2.2672885714285718
20201205,OCN,21,221650,경이로운소문,2회,미니시리즈,"조병규,유준상,김세정",0.8219621428571429
20201205,OCN,22,233820,경이로운소문,3회,미니시리즈,"조병규,유준상,김세정",3.182345
20201206,tvN,21,215125,스타트업,16회,미니시리즈,"배수지,남주혁,김선호",2.81896
20201206,tvN,21,224135,스타트업,16회,미니시리즈,"배수지,남주혁,김선호",2.728433571428571
20201206,OCN,21,222326,경이로운소문,3회,미니시리즈,"조병규,유준상,김세정",0.9882628571428571
20201206,OCN,22,234918,경이로운소문,4회,미니시리즈,"조병규,유준상,김세정",4.0438342857142855
20201207,MBC,21,215312,카이로스,11회,미니시리즈,"신성록,이세영,안보현",1.3691992857142858
20201207,MBC,21,223221,카이로스,11회,미니시리즈,"신성록,이세영,안보현",1.0370821428571428
20201207,MBC,22,231235,제발그남자만나지마요,4회,미니시리즈,"송하윤,윤보미,공민정",0.3128278571428571
20201207,SBS,21,223638,펜트하우스,12회,미니시리즈,"이지아,김소연,유진",8.295768571428573
20201207,SBS,22,230710,펜트하우스,12회,미니시리즈,"이지아,김소연,유진",9.246606428571429
20201207,tvN,21,221226,낮과밤,3회,미니시리즈,"남궁민,김설현,이청아",1.5670857142857142
20201207,OCN,21,224457,경이로운소문,4회,미니시리즈,"조병규,유준상,김세정",0.8752700000000001
20201208,MBC,21,215411,카이로스,12회,미니시리즈,"신성록,이세영,안보현",1.1971807142857143
20201208,MBC,21,223556,카이로스,12회,미니시리즈,"신성록,이세영,안보현",0.807645
20201208,SBS,21,223204,펜트하우스,13회,미니시리즈,"이지아,김소연,유진",9.272727857142856
20201208,SBS,22,230614,펜트하우스,13회,미니시리즈,"이지아,김소연,유진",11.196613571428573
20201208,JTBC,21,222122,라이브온,4회,미니시리즈,"황민현,정다빈,노종현",0.5222785714285715
20201208,tvN,22,232921,경이로운소문,3회,미니시리즈,"조병규,유준상,김세정",0.5165121428571429
20201209,KBS2,21,220734,바람피면죽는다,3회,미니시리즈,"조여정,고준,김영대",1.3530678571428572
20201209,KBS2,22,223926,바람피면죽는다,3회,미니시리즈,"조여정,고준,김영대",1.7117771428571427
20201209,MBC,21,215307,나를사랑한스파이,13회,미니시리즈,"문정혁,유인나,임주환",1.02653
20201209,MBC,21,223213,나를사랑한스파이,13회,미니시리즈,"문정혁,유인나,임주환",1.0595892857142857
20201210,KBS2,21,220745,바람피면죽는다,4회,미니시리즈,"조여정,고준,김영대",1.7225214285714283
20201210,KBS2,22,223944,바람피면죽는다,4회,미니시리즈,"조여정,고준,김영대",1.9517021428571426
20201210,MBC,21,220016,나를사랑한스파이,14회,미니시리즈,"문정혁,유인나,임주환",1.025197142857143
20201210,MBC,22,223400,나를사랑한스파이,14회,미니시리즈,"문정혁,유인나,임주환",1.267265714285714
20201210,SBS,22,232331,펜트하우스,12회,미니시리즈,"이지아,김소연,유진",1.943075714285714
20201212,SBS,22,223536,날아라개천용,12회,미니시리즈,"권상우,김주현,정웅인",1.9820614285714286
20201212,SBS,22,230649,날아라개천용,12회,미니시리즈,"권상우,김주현,정웅인",2.0584721428571426
20201212,tvN,21,223004,철인왕후,1회,미니시리즈,"신혜선,김정현,배종옥",4.014282142857144
20201212,OCN,21,221419,경이로운소문,4회,미니시리즈,"조병규,유준상,김세정",0.6741357142857142
20201212,OCN,22,233238,경이로운소문,5회,미니시리즈,"조병규,유준상,김세정",4.280595
20201213,tvN,21,224059,철인왕후,2회,미니시리즈,"신혜선,김정현,배종옥",4.131264285714286
20201213,OCN,21,222336,경이로운소문,5회,미니시리즈,"조병규,유준상,김세정",1.7108192857142857
20201213,OCN,22,234636,경이로운소문,6회,미니시리즈,"조병규,유준상,김세정",5.355725
20201214,MBC,21,215530,카이로스,13회,미니시리즈,"신성록,이세영,안보현",1.514647142857143
20201214,MBC,21,223305,카이로스,13회,미니시리즈,"신성록,이세영,안보현",1.0406314285714287
20201214,MBC,22,231135,제발그남자만나지마요,5회,미니시리즈,"송하윤,윤보미,공민정",0.5020535714285714
20201214,SBS,21,223511,펜트하우스,14회,미니시리즈,"이지아,김소연,유진",9.829720714285713
20201214,SBS,22,230437,펜트하우스,14회,미니시리즈,"이지아,김소연,유진",11.607465000000001
20201214,tvN,21,221446,낮과밤,5회,미니시리즈,"남궁민,김설현,이청아",2.0548564285714286
20201214,OCN,21,223954,경이로운소문,6회,미니시리즈,"조병규,유준상,김세정",0.8897
20201215,MBC,21,215410,카이로스,14회,미니시리즈,"신성록,이세영,안보현",1.5190178571428572
20201215,MBC,21,223336,카이로스,14회,미니시리즈,"신성록,이세영,안보현",1.0742207142857143
20201215,SBS,21,223126,펜트하우스,15회,미니시리즈,"이지아,김소연,유진",10.121660714285714
20201215,SBS,22,230511,펜트하우스,15회,미니시리즈,"이지아,김소연,유진",12.37424357142857
20201215,JTBC,21,222402,라이브온,5회,미니시리즈,"황민현,정다빈,노종현",0.4095785714285714
20201215,JTBC,22,234158,허쉬,2회,미니시리즈,"황정민,윤아,손병호",0.3901907142857142
20201215,tvN,22,232547,경이로운소문,5회,미니시리즈,"조병규,유준상,김세정",0.5301621428571428
20201216,KBS2,21,220854,바람피면죽는다,5회,미니시리즈,"조여정,고준,김영대",1.3534749999999998
20201216,KBS2,22,223809,바람피면죽는다,5회,미니시리즈,"조여정,고준,김영대",1.6702414285714287
20201216,MBC,21,215554,나를사랑한스파이,15회,미니시리즈,"문정혁,유인나,임주환",1.015572142857143
20201216,MBC,21,223224,나를사랑한스파이,15회,미니시리즈,"문정혁,유인나,임주환",1.1313807142857144
20201216,JTBC,21,222533,런온,1회,미니시리즈,"임시완,신세경,수영",0.9237121428571429
20201217,KBS2,21,220804,바람피면죽는다,6회,미니시리즈,"조여정,고준,김영대",1.2225792857142856
20201217,KBS2,22,224015,바람피면죽는다,6회,미니시리즈,"조여정,고준,김영대",1.5965764285714283
20201217,MBC,21,215443,나를사랑한스파이,16회,미니시리즈,"문정혁,유인나,임주환",1.3884585714285713
20201217,MBC,21,223118,나를사랑한스파이,16회,미니시리즈,"문정혁,유인나,임주환",1.4644792857142857
20201217,JTBC,21,222711,런온,2회,미니시리즈,"임시완,신세경,수영",1.5951892857142858
